source_name,subfield_name,field_eb,v,n_works,n_hcw,propensity,propensity_fitted,residual_sd,flagged,enclave_source
International Journal of Bank Marketing,Organizational Behavior and Human Resource Management,B,0.6514015328257808,723,14,0.019363762102351315,0.002034706700174845,1.2719358173581776,False,False
Journal of International Business Policy,Strategy and Management,B,2.3731407915873777,201,9,0.04477611940298507,0.027917753096261665,1.237387695406217,False,False
Production Planning & Control,Management Information Systems,B,1.0729357491555573,1087,25,0.022999080036798528,0.006163145323161083,1.2357412382841022,False,False
Journal of Manufacturing Technology Management,Management Information Systems,B,0.6827296551830998,685,13,0.01897810218978102,0.0021673186478110913,1.2338951667383664,False,False
Journal of Sustainable Finance & Investment,Strategy and Management,B,0.6739114761254112,387,7,0.01808785529715762,0.002129278372433156,1.171344029638994,False,False
Journal of Financial Stability,Finance,A,1.3621385208224266,738,20,0.02710027100271003,0.011226710422655502,1.1651039126022062,False,False
Journal of Consumer Research,Marketing,B,3.123594461078005,721,38,0.052704576976421634,0.03686868973360424,1.1623387262790494,False,False
Academy of Management Perspectives,Strategy and Management,B,2.4083269630632156,340,15,0.04411764705882353,0.028389197313312665,1.1544529184389793,False,False
Research Policy,Strategy and Management,A,2.3604489261291315,1576,68,0.04314720812182741,0.02774697648819935,1.1303620281555435,False,False
International Marketing Review,Strategy and Management,B,0.7206258940556275,513,9,0.017543859649122806,0.002340319127722812,1.1159250917621453,False,False
The Leadership Quarterly,Organizational Behavior and Human Resource Management,B,3.0386475286601393,528,27,0.05113636363636364,0.0359843523935304,1.112142892817623,False,False
Business Process Management Journal,Management Information Systems,B,0.3695067523838437,896,14,0.015625,0.0009587998830319676,1.0764848285366668,False,False
Borsa Istanbul Review,Economics and Econometrics,A,0.3830239417277672,575,9,0.01565217391304348,0.0009949307700477025,1.0758273953560316,False,False
Corporate Governance An International Review,Accounting,B,0.9969415069064793,459,9,0.0196078431372549,0.00496052739391356,1.075098733873876,False,False
Global Strategy Journal,Strategy and Management,B,2.2292679526761714,272,11,0.04044117647058824,0.025940382623091056,1.0643441691831772,False,False
Management Review Quarterly,Strategy and Management,B,0.6174628600373312,370,6,0.016216216216216217,0.001902399029693869,1.0506202640663374,False,False
Journal of International Marketing,Strategy and Management,B,1.1444263998686541,234,5,0.021367521367521368,0.007329959003589327,1.030343428692702,False,False
Service Industries Journal,Organizational Behavior and Human Resource Management,B,0.9199508123622909,559,10,0.017889087656529516,0.003913023429730102,1.0258295252222354,False,False
Organizational Research Methods,Organizational Behavior and Human Resource Management,B,3.600421895524462,308,17,0.05519480519480519,0.04140252938104516,1.012339634403902,False,False
Human Resource Management Review,Organizational Behavior and Human Resource Management,B,1.7817899093556717,398,13,0.032663316582914576,0.01892976449056568,1.008029370349809,False,False
The Journal of Technology Transfer,Strategy and Management,B,0.8539472212827516,771,13,0.016861219195849545,0.0031904768525205704,1.0034191958421044,False,False
Eurasian Economic Review,Accounting,B,0.716093137476628,255,4,0.01568627450980392,0.00231797752409934,0.9812200006622072,False,False
Journal of strategy and management,Strategy and Management,B,0.3969295839210591,352,5,0.014204545454545454,0.0010295623778139769,0.9670309477040449,False,False
Journal of Interactive Marketing,Sociology and Political Science,B,3.715112389435375,325,18,0.055384615384615386,0.04239353315574134,0.9535328042793879,False,False
Journal of commodity markets,Economics and Econometrics,A,0.505698544982409,279,4,0.014336917562724014,0.0013731511041378882,0.9515278532995688,False,False
Electronic Commerce Research and Applications,Sociology and Political Science,B,0.44787268292543436,783,11,0.0140485312899106,0.0011517787998989487,0.946609093164352,False,False
Meditari Accountancy Research,Strategy and Management,B,0.6526271638007175,537,8,0.0148975791433892,0.002039722102026126,0.9437542050518627,False,False
Emerging Markets Review,Accounting,A,0.8328211994809258,630,10,0.015873015873015872,0.0030160962965428482,0.9436853960404367,False,False
Innovation,Strategy and Management,B,0.5283639119237873,291,4,0.013745704467353952,0.001494490864294752,0.8992271665240096,False,False
Journal of International Accounting Auditing and Taxation,Accounting,A,0.7041169203947879,285,4,0.014035087719298246,0.002262713796218886,0.8640807995926539,False,False
Corporate Governance,Accounting,B,0.6132886642618356,739,10,0.013531799729364006,0.001886184488831195,0.8547768355420894,False,False
Journal of International Money and Finance,"General Economics, Econometrics and Finance",A,0.9951576176528417,1276,21,0.016457680250783698,0.004933342733117159,0.8458751686028818,False,False
China Finance Review International,Finance,A,1.0886704389790567,282,5,0.01773049645390071,0.006402041753288863,0.8314975602892984,False,False
Journal of Banking & Finance,Finance,E,1.5594102632180513,2018,53,0.02626362735381566,0.014955937648167583,0.8299734298489071,False,False
Operations Management Research,Strategy and Management,B,0.43562697369409104,405,5,0.012345679012345678,0.0011243902262440583,0.8236316863624147,False,False
European Accounting Review,Accounting,A,1.2512539731774834,445,9,0.020224719101123594,0.009155762421656288,0.812450657849027,False,False
Business Strategy & Development,Marketing,B,0.203000328066277,436,5,0.011467889908256881,0.0004008367721699054,0.8123109396157393,False,False
R and D Management,Strategy and Management,B,0.9145137544484411,613,9,0.01468189233278956,0.003845454551801982,0.7953839967803636,False,False
Australasian Marketing Journal (AMJ),Marketing,B,1.1794600362303573,428,8,0.018691588785046728,0.007910810551669346,0.791298640103942,False,False
Industrial Management & Data Systems,Information Systems and Management,X,0.5704320088889493,1125,14,0.012444444444444444,0.0017044641460553644,0.7883041113439176,False,False
Journal of Economics and Business,Accounting,A,0.5800729713468826,322,4,0.012422360248447204,0.0017480396686276396,0.7834847518423182,False,False
Journal of Open Innovation Technology Market and Complexity,Strategy and Management,B,0.3447705928950912,1347,15,0.011135857461024499,0.0008848741384780128,0.7524122087722456,False,False
Journal of Product & Brand Management,Marketing,B,0.8197629305798061,762,10,0.013123359580052493,0.0029139799244237595,0.7493585400720184,False,False
Journal of Advertising,Marketing,B,2.068366027222195,445,15,0.033707865168539325,0.02361362907335613,0.7409071146902038,False,False
International Entrepreneurship and Management Journal,Management of Technology and Innovation,B,0.8311478946139071,688,9,0.01308139534883721,0.003005257999040134,0.7395786843763992,False,False
Journal of Contemporary Accounting & Economics,Accounting,A,0.6346085276442087,252,3,0.011904761904761904,0.0019691523720672026,0.7292640792372628,False,False
Management Decision,Strategy and Management,B,0.5305852314803006,1665,19,0.011411411411411412,0.0015059449734938558,0.7270516053889619,False,False
Australian Journal of Management,Accounting,B,0.4862940468376617,361,4,0.0110803324099723,0.0012760820689487681,0.7196224422900581,False,False
The International Journal of Management Education,Management of Technology and Innovation,B,0.5749344751328399,868,10,0.01152073732718894,0.0017235465669107907,0.7191042759274269,False,False
Journal of Organizational Behavior,Organizational Behavior and Human Resource Management,B,1.678824935128384,748,20,0.026737967914438502,0.017122296905519703,0.7057809026705723,False,False
International Journal of Entrepreneurial Behaviour & Research,Management of Technology and Innovation,B,0.7949724451917949,910,11,0.012087912087912088,0.0027394049748093526,0.6861713324829948,False,False
Journal of Small Business Management,Management of Technology and Innovation,B,1.1898374827880014,750,13,0.017333333333333333,0.008082201297775942,0.6790240964696342,False,False
Journal of the International Council for Small Business,Management of Technology and Innovation,B,0.26006773674995226,204,2,0.00980392156862745,0.0005801547953153378,0.6770155128282664,False,False
Accounting and Finance,Accounting,A,0.5779593553498568,1187,13,0.010951979780960405,0.0017380054299060198,0.6762967585557897,False,False
Journal of Enterprise Information Management,Information Systems and Management,B,0.6858824215420183,624,7,0.011217948717948718,0.0021812517599814917,0.6632847702712396,False,False
Journal of Global Operations and Strategic Sourcing,Management Information Systems,B,0.34106140547605296,202,2,0.009900990099009901,0.0008738203435562806,0.6625854828701064,False,False
Journal of Applied Accounting Research,Accounting,A,0.49642812392093283,391,4,0.010230179028132993,0.0013260632888285316,0.6535534377310374,False,False
Economic Modelling,"General Economics, Econometrics and Finance",E,0.804853630034197,3052,35,0.011467889908256881,0.002811780246294426,0.6353500327921748,False,False
Emerging Markets Finance and Trade,Accounting,A,0.43351598789792967,2261,22,0.009730207872622734,0.0011190907910846237,0.6320476211356281,False,False
Supply Chain Forum an International Journal,Management Information Systems,B,0.45367309668684314,308,3,0.00974025974025974,0.0011693153868747236,0.629098981949415,False,False
Review of Accounting Studies,Accounting,A,4.113189781513795,536,29,0.054104477611940295,0.04559795912410792,0.6243701860595703,False,False
International Journal of Retail & Distribution Management,Marketing,B,0.6837142899892289,762,8,0.010498687664041995,0.0021713661006584873,0.6112173060394442,False,False
Economic Policy,Finance,E,1.0294353316376466,293,4,0.013651877133105802,0.005432763055489998,0.6032749817949888,False,False
European Journal of Innovation Management,Strategy and Management,B,0.5438025017115954,820,8,0.00975609756097561,0.0015728779632995119,0.6006403618678678,False,False
Journal of financial reporting & accounting,Accounting,B,0.3240046946617718,567,5,0.008818342151675485,0.0008216031196256998,0.5869528696672526,False,False
Industry and Innovation,Strategy and Management,B,0.8062404612333198,486,5,0.0102880658436214,0.0028197933810626967,0.548163937298343,False,False
The North American Journal of Economics and Finance,Economics and Econometrics,A,0.564177556430184,1532,14,0.009138381201044387,0.0016738279983725755,0.5478909472389075,False,False
Journal of Consumer Behaviour,Marketing,B,0.5916526228353046,864,8,0.009259259259259259,0.0017983355718728603,0.5476245443459612,False,False
Journal of Marketing Management,Marketing,B,1.0812809223764226,804,11,0.013681592039800995,0.006292574229612935,0.5423467228741897,False,False
International Journal of Research in Marketing,Marketing,B,2.0097806132565816,600,18,0.03,0.022700681924865556,0.535762849536933,False,False
Journal of Service Theory and Practice,Organizational Behavior and Human Resource Management,B,0.8401250748096003,386,4,0.010362694300518135,0.003069507065206617,0.5353128518549887,False,False
Asia Pacific Management Review,Accounting,B,0.5022465279873808,347,3,0.008645533141210375,0.0013572850227019286,0.534950325483981,False,False
Journal of Global Responsibility,Strategy and Management,B,0.26293097517961267,254,2,0.007874015748031496,0.0005903079313304094,0.5346170717458879,False,False
Electronic Markets,Marketing,B,0.7886974894805172,807,8,0.009913258983890954,0.0027042083677713993,0.529137305812921,False,False
Economics Letters,"General Economics, Econometrics and Finance",E,0.5865754331200506,4243,38,0.00895592740985152,0.0017766435878833048,0.5269524520646744,False,False
Journal of Services Marketing,Organizational Behavior and Human Resource Management,B,0.9234647306655059,719,8,0.011126564673157162,0.0039635169387424295,0.5257607390247101,False,False
Journal of Business and Psychology,Organizational Behavior and Human Resource Management,B,0.8804966648768303,567,6,0.010582010582010581,0.0034560749643624132,0.5230367457384146,False,False
Oeconomia Copernicana,Economics and Econometrics,E,0.33730022057798,376,3,0.007978723404255319,0.0008609344119060374,0.5224387913624969,False,False
Review of Accounting and Finance,Accounting,B,0.3561966674175437,249,2,0.008032128514056224,0.0009193530991036419,0.5220707996563155,False,False
European Financial Management,Accounting,A,0.725650753146956,424,4,0.009433962264150943,0.002362492309015773,0.5190390190673045,False,False
Human Resource Management Journal,Organizational Behavior and Human Resource Management,B,1.664731266891112,464,11,0.023706896551724137,0.016871867445458686,0.5016844906533555,False,False
Journal of Accounting and Public Policy,Accounting,A,1.1504145836074382,492,7,0.014227642276422764,0.007433023256570738,0.4987184296016193,False,False
Journal of Strategic Marketing,Organizational Behavior and Human Resource Management,B,0.8240811835970657,517,5,0.009671179883945842,0.0029489706754001186,0.49340361985630193,False,False
Journal of the American Taxation Association,Accounting,A,0.773818146779576,215,2,0.009302325581395349,0.0026107373600420644,0.49115606916937654,False,False
The Quarterly Review of Economics and Finance,Finance,E,0.5599557573618414,1085,9,0.008294930875576038,0.001654037984769935,0.4874350811986373,False,False
Journal of Financial Services Research,Finance,A,0.7634999356122159,218,2,0.009174311926605505,0.0025518554835292865,0.48608186386115065,False,False
Journal of Accounting Business and Management (JABM),Accounting,B,0.08050732970082346,148,1,0.006756756756756757,0.00015785188503804557,0.4843532014228669,False,False
Journal of Empirical Finance,Finance,A,0.8198191342854729,737,7,0.009497964721845319,0.002914455868665955,0.48322314863173516,False,False
China Journal of Accounting Research,Accounting,B,0.6999528429870804,228,2,0.008771929824561403,0.002244316831410678,0.4791204468535681,False,False
Asia Pacific Journal of Management,Accounting,B,0.6405126247661157,590,5,0.00847457627118644,0.0019916365087792724,0.4758414751530853,False,False
Asia Pacific Journal of Marketing and Logistics,Marketing,B,0.4336562690596972,1065,8,0.007511737089201878,0.0011194096911786029,0.46919061571034204,False,False
China Economic Review,"General Economics, Econometrics and Finance",E,0.7528528473392121,1246,11,0.00882825040128411,0.0024959888667335376,0.4647818397339042,False,False
Journal of Business Venturing Insights,Management of Technology and Innovation,B,1.4973078542433191,497,10,0.02012072434607646,0.013817201317714037,0.4626724613223442,False,False
Future Business Journal,Accounting,B,0.18166500778204286,465,3,0.0064516129032258064,0.0003465153190294191,0.44810822665100225,False,False
Electronic Commerce Research,Sociology and Political Science,B,0.2963172999885529,738,5,0.006775067750677507,0.0007229626686911121,0.44421862851376875,False,False
Business Ethics the Environment & Responsibility,Strategy and Management,B,0.3151529425495178,443,3,0.006772009029345372,0.0007949405191066681,0.4387110171060709,False,False
Journal of Asset Management,Finance,A,0.4686368495258419,421,3,0.007125890736342043,0.0012110598752859592,0.43414283417016747,False,False
Information Systems and e-Business Management,Management Information Systems,B,0.2612804714350256,314,2,0.006369426751592357,0.0005844835199500491,0.42460920846184536,False,False
European Journal of Finance,Finance,A,0.7027162526710902,747,6,0.008032128514056224,0.0022562444889673854,0.4239442715091506,False,False
Journal of Business Economics,Accounting,B,0.38318179146138776,454,3,0.006607929515418502,0.0009953493272863757,0.4119579286579889,False,False
Journal of Organizational Effectiveness People and Performance,Organizational Behavior and Human Resource Management,B,0.3730486656235454,313,2,0.006389776357827476,0.0009687703790160701,0.39789656796278944,False,False
Creativity and Innovation Management,Strategy and Management,B,0.8423250270720818,478,4,0.008368200836820083,0.003085547041682571,0.3877416522019199,False,False
IEEE Transactions on Engineering Management,Strategy and Management,B,0.5419794217199446,2495,17,0.006813627254509018,0.0015635126629754796,0.38535330629548314,False,False
International Journal of Logistics Research and Applications,Management Information Systems,B,0.6082962697456773,573,4,0.006980802792321117,0.0018670247863341344,0.37534633347738017,False,False
Journal of Accounting in Emerging Economies,Accounting,B,0.46690796010952085,318,2,0.006289308176100629,0.0012060883779221666,0.3731033907361936,False,False
Personnel Psychology,Organizational Behavior and Human Resource Management,B,1.3778788935784594,482,8,0.016597510373443983,0.011526474862285125,0.372209075915822,False,False
The International journal of accounting/International journal of accounting,Accounting,A,0.6657663589151901,140,1,0.007142857142857143,0.0020941742934268604,0.37056841227859355,False,False
Service Business,Organizational Behavior and Human Resource Management,B,0.5386820039436173,305,2,0.006557377049180328,0.0015466883216240814,0.36777968067498934,False,False
The Journal of Risk Finance,Economics and Econometrics,A,0.46895012324044966,322,2,0.006211180124223602,0.0012126187006987275,0.36688954835054904,False,False
Journal of Financial and Quantitative Analysis,Finance,A,2.2204193155555476,974,30,0.030800821355236138,0.025819247067915444,0.3656427090698734,False,False
Journal of Financial Intermediation,Finance,A,1.893964903026249,272,7,0.025735294117647058,0.020849640862390273,0.35860219858107173,False,False
European Business Review,Strategy and Management,B,0.6755643216703394,430,3,0.0069767441860465115,0.002136692679027693,0.3552550745993033,False,False
Journal of African Business,Information Systems,B,0.30425576527424425,358,2,0.00558659217877095,0.000755462787595805,0.3546001999714132,False,False
Accounting Forum,Accounting,A,0.7512498091681573,275,2,0.007272727272727273,0.0024869706303243186,0.3512698843277748,False,False
Young Consumers Insight and Ideas for Responsible Marketers,Marketing,B,0.4141997311854184,345,2,0.005797101449275362,0.0010733656058759134,0.3467176179841735,False,False
Annals of Operations Research,Management Information Systems,B,0.5208267194197829,4437,27,0.006085192697768763,0.001454133848787741,0.3399152167043497,False,False
EuroMed Journal of Business,Accounting,B,0.39747043517518377,354,2,0.005649717514124294,0.0010308960495857393,0.339017004584767,False,False
Entrepreneurship and Regional Development,Management of Technology and Innovation,B,0.8764999583692401,498,4,0.008032128514056224,0.0034155424222019003,0.3388529304032129,False,False
Journal of Information Technology,Management Information Systems,B,0.7950589658286119,272,2,0.007352941176470588,0.002740039616645716,0.33858248933474744,False,False
Journal of Marketing Analytics,Sociology and Political Science,B,0.27588553823193485,383,2,0.005221932114882507,0.0006391801851663676,0.33636953579946227,False,False
Review of Quantitative Finance and Accounting,Accounting,A,0.4855172554218266,880,5,0.005681818181818182,0.0012730336936860045,0.3236004947369578,False,False
Journal of Personal Selling and Sales Management,Organizational Behavior and Human Resource Management,B,0.8817214979524565,254,2,0.007874015748031496,0.0034703287452814307,0.32322634426623137,False,False
Omega,Management Information Systems,B,0.995095826662408,1393,13,0.00933237616654702,0.004932629079817732,0.3229371582611142,False,False
Applied Psychology,Organizational Behavior and Human Resource Management,X,0.8690745391912681,518,4,0.007722007722007722,0.0033327122607334204,0.32217001911490656,False,False
Journal of Purchasing and Supply Management,Management Information Systems,B,1.1463041444008426,342,4,0.011695906432748537,0.007362709498732212,0.3180524417591609,False,False
Journal of International Management,Strategy and Management,B,1.0926447175488918,466,5,0.01072961373390558,0.006467221120906729,0.312855473440014,False,False
Managerial and Decision Economics,Accounting,A,0.3009288011344633,1635,8,0.004892966360856269,0.0007422668597621761,0.3046573076261974,False,False
International Journal of Accounting and Information Management,Accounting,B,0.6774033427818792,318,2,0.006289308176100629,0.0021446808949549404,0.30421161258604645,False,False
Journal of Environmental Management,Economics and Econometrics,E,0.38786777558294455,18227,91,0.0049925934053876115,0.0010071160883392543,0.29253015996392373,False,False
