source_idx,source_name,work_idx,publication_year,doi,doi_token,dominant_token,n_token_in_source,flag_type,title
202812398,Information Systems Research,3020607356,2015,https://doi.org/10.5555/2895536.2895539,2895536,isre,2,foreign_token,Information Infrastructure Development and Governance as Collective Action
166595748,International Review of Economics,1964795443,2006,https://doi.org/10.1007/bf03029763,bf03029763,s12232,1,foreign_token,"Vilfredo pareto and contemporary economics: Social equilibrium, fiscal decentralisation and economic growth"
166595748,International Review of Economics,2094982710,2006,https://doi.org/10.1007/bf03029766,bf03029766,s12232,1,foreign_token,Explaining production specialisation in OECD manufacturing: A study for the period 1970–1995
166595748,International Review of Economics,2088053081,2006,https://doi.org/10.1007/bf03029851,bf03029851,s12232,1,foreign_token,"Computer simulations, mathematics and economics"
166595748,International Review of Economics,2086451751,2006,https://doi.org/10.1007/bf03029848,bf03029848,s12232,1,foreign_token,Globalisation and local labour markets
166595748,International Review of Economics,1984252716,2006,https://doi.org/10.1007/bf03029767,bf03029767,s12232,1,foreign_token,Is lottery demand elasticity a reliable marketing tool? Evidence from a game innovation in greece
166595748,International Review of Economics,2049519013,2006,https://doi.org/10.1007/bf03029764,bf03029764,s12232,1,foreign_token,An analytical-epistemological reconstruction of the genesis of pareto’sManuale di economia politica
166595748,International Review of Economics,2094683583,2006,https://doi.org/10.1007/bf03029759,bf03029759,s12232,1,foreign_token,"Choice, preference and rationalizability in pareto’s theory of economic behavior"
166595748,International Review of Economics,2073591779,2006,https://doi.org/10.1007/bf03029852,bf03029852,s12232,1,foreign_token,Interview with Davide Cantarelli
166595748,International Review of Economics,2044118387,2006,https://doi.org/10.1007/bf03029762,bf03029762,s12232,1,foreign_token,At the origin of post-war mainstream of economics: On pareto’s influence on economic theory
166595748,International Review of Economics,2000227294,2006,https://doi.org/10.1007/bf03029847,bf03029847,s12232,1,foreign_token,Unionized oligopoly and vertical integration
166595748,International Review of Economics,1983389349,2006,https://doi.org/10.1007/bf03029765,bf03029765,s12232,1,foreign_token,Marx on entrepreneurship: A note
166595748,International Review of Economics,4254486046,2006,https://doi.org/10.1007/bf03029761,bf03029761,s12232,1,foreign_token,Equilibrium without prices: A central issue in pareto’smanuale
166595748,International Review of Economics,2297801267,2006,https://doi.org/10.1007/bf03029849,bf03029849,s12232,1,foreign_token,"Endogenous fertility, international migration and growth"
166595748,International Review of Economics,3124150264,2006,https://doi.org/10.1007/bf03029760,bf03029760,s12232,1,foreign_token,Walras and pareto on the meaning of the solution concept in general equilibrium theory
166595748,International Review of Economics,2010702665,2006,https://doi.org/10.1007/bf03029850,bf03029850,s12232,1,foreign_token,Distribution dynamics and convergence in Latin America: A non-parametric analysis
166595748,International Review of Economics,4249264269,2006,https://doi.org/10.1007/bf03029756,bf03029756,s12232,1,foreign_token,Foreword
166595748,International Review of Economics,2000110419,2006,https://doi.org/10.1007/bf03029757,bf03029757,s12232,1,foreign_token,Pareto’s methodological project
166595748,International Review of Economics,2019084584,2006,https://doi.org/10.1007/bf03029758,bf03029758,s12232,1,foreign_token,Pareto and contemporary economic theory
2764412428,Investment Management and Financial Innovations,37019520,2017,https://doi.org/10.1016/j.mayocp.2023.02.017,j,imfi,1,foreign_token,Ptions on Pension Annuity
4306515390,Journal of Business Models,3187913810,2021,https://doi.org/10.5278/ibm.v9i1.4246,ibm,jbm,1,foreign_token,The Fifth Stage of Business Model Research: The Role of Business Models in Times of Uncertainty
4210230833,Journal of Business and Economics,3159621986,2020,https://doi.org/10.15341/jmer(2155-7993)/10.11.2020/008,jmer(2155,jbe(2155,1,foreign_token,The Influence of Leader Member Exchange (Lmx) and Compensation on Employee Performance With Organizational Culture as Moderating Variable
4210186250,Journal of Competitiveness,4388494363,2023,https://doi.org/10.7441/2023.03.01,2023,joc,1,foreign_token,Discussion on stakeholders behind unfair drug pricing: A scoping review
2764403422,Journal of Corporate Citizenship,34457365,2008,https://doi.org/10.1155/2021/3788727,2021,gleaf,1,foreign_token,Glassed: women and CSR
2764403422,Journal of Corporate Citizenship,35868126,2009,https://doi.org/10.1016/j.ejmech.2022.114605,j,gleaf,1,foreign_token,World review: October-December 2008: a synopsis of the key strategic developments in corporate responsibility around the globe over the last quarter
2764983799,Journal of Distribution Science,3177586779,2019,https://doi.org/10.13106/ijidb.2019.vol10.no11.73,ijidb,jds,2,foreign_token,Evaluating Distress Prediction Models for Food Service Franchise Industry
2764983799,Journal of Distribution Science,2990024960,2019,https://doi.org/10.13106/ijidb.2019.vol10.no11.81,ijidb,jds,2,foreign_token,The Influence of Sales-force System on Salesperson’s Job Attitude and Sales Performance
91071628,Journal of East European Management Studies,2314034257,2016,https://doi.org/10.1688/jeems-2016-vissak,jeems,0949,1,foreign_token,"A born global’s radical, gradual and nonlinear internationalization: A case from Belarus"
121026525,Journal of Evolutionary Economics,2035218736,2000,https://doi.org/10.1007/pl00003850,pl00003850,s00191,1,foreign_token,Splitting the baby in two: solving Solomon's dilemma with boundedly rational agents
121026525,Journal of Evolutionary Economics,4250845579,2000,https://doi.org/10.1007/pl00003849,pl00003849,s00191,1,foreign_token,Introduction
121026525,Journal of Evolutionary Economics,2050204588,2001,https://doi.org/10.1007/pl00003861,pl00003861,s00191,1,foreign_token,Determinants of the diffusion of U.S. digital telecommunications
121026525,Journal of Evolutionary Economics,3124153502,2001,https://doi.org/10.1007/pl00003851,pl00003851,s00191,1,foreign_token,Learning to consume – A theory of wants and the growth of demand
121026525,Journal of Evolutionary Economics,4242169422,2001,https://doi.org/10.1007/pl00003864,pl00003864,s00191,1,foreign_token,International Joseph A. Schumpeter Society: 8th ISS Schumpeter Prize Competition 2002
121026525,Journal of Evolutionary Economics,2092026451,2001,https://doi.org/10.1007/pl00003865,pl00003865,s00191,1,foreign_token,Knowledge and markets
121026525,Journal of Evolutionary Economics,3124183486,2001,https://doi.org/10.1007/pl00003857,pl00003857,s00191,1,foreign_token,"Cognition, imagination and institutions in demand creation"
121026525,Journal of Evolutionary Economics,2051135109,2001,https://doi.org/10.1007/pl00003867,pl00003867,s00191,1,foreign_token,"Time, knowledge and evolutionary dynamics: why connections matter"
121026525,Journal of Evolutionary Economics,2037176782,2001,https://doi.org/10.1007/pl00003868,pl00003868,s00191,1,foreign_token,The economic analysis of social customs: the case of pre-marital sex
121026525,Journal of Evolutionary Economics,2101762146,2001,https://doi.org/10.1007/pl00003863,pl00003863,s00191,1,foreign_token,"Comparing evolutionary dynamics across different national settings: the case of the synthetic dye industry, 1857–1914"
121026525,Journal of Evolutionary Economics,2050271039,2001,https://doi.org/10.1007/pl00003855,pl00003855,s00191,1,foreign_token,"Consumption, preferences, and the evolutionary agenda"
121026525,Journal of Evolutionary Economics,4289253227,2001,https://doi.org/10.1007/pl00003853,pl00003853,s00191,1,foreign_token,"Variety, growth and demand"
121026525,Journal of Evolutionary Economics,1485649874,2001,https://doi.org/10.1007/pl00003854,pl00003854,s00191,1,foreign_token,Economic Growth – What Happens on the Demand Side? Introduction
121026525,Journal of Evolutionary Economics,3125264928,2001,https://doi.org/10.1007/pl00003852,pl00003852,s00191,1,foreign_token,Satiation in an evolutionary model of structural economic dynamics
121026525,Journal of Evolutionary Economics,1968286832,2001,https://doi.org/10.1007/pl00003866,pl00003866,s00191,1,foreign_token,"Firm routines, customer switching and market selection under duopoly"
121026525,Journal of Evolutionary Economics,3122990619,2001,https://doi.org/10.1007/pl00003859,pl00003859,s00191,1,foreign_token,The economic contribution of information technology: Towards comparative and user studies
121026525,Journal of Evolutionary Economics,2143883337,2001,https://doi.org/10.1007/pl00003862,pl00003862,s00191,1,foreign_token,Religion and economic growth: was Weber right?
121026525,Journal of Evolutionary Economics,3126055993,2001,https://doi.org/10.1007/pl00003858,pl00003858,s00191,1,foreign_token,"Knowledge, consumption, and endogenous growth"
121026525,Journal of Evolutionary Economics,4238047990,2001,https://doi.org/10.1007/pl00003856,pl00003856,s00191,1,foreign_token,The demand for distinction and the evolution of the prestige car
121026525,Journal of Evolutionary Economics,2056966259,2001,https://doi.org/10.1007/pl00003860,pl00003860,s00191,1,foreign_token,Optimal freeware quality in the presence of network externalities: an evolutionary game theoretical approach
2736975137,Journal of Indonesian Economy and Business,10206191,2000,https://doi.org/10.1002/(sici)1097-0061(19990315)15:4<323::aid-yea363>3.0.co;2-l,(sici)1097,jieb,1,foreign_token,Hubungan Size Dan Fungsi Dengan Kultur Organizational Perusahaan Manufaktur Di Indonesia
2736975137,Journal of Indonesian Economy and Business,17535012,2000,https://doi.org/10.1002/bjs.5781,bjs,jieb,1,foreign_token,MENGUKUR DAN MENGELOLA INTELLECTUAL CAPITAL
4306515674,Journal of International Business and Economy,4247552399,2001,https://doi.org/10.51240/10.51240/jibe.2001.2.9,10,jibe,1,foreign_token,Strategic Interest Analysis for the Organization of the Future
2765062947,Journal of food distribution research,2345604484,2016,https://doi.org/10.13023/etd.2016.101,etd,ag,1,foreign_token,FARMED AND WILD-CAUGHT SHRIMP IN KENTUCKY AND SOUTH CAROLINA
35796699,Kredit und Kapital,24410784,2009,https://doi.org/10.1184/r1/6708605,r1,kuk,1,foreign_token,The Monetary Approach to Inflation and the Balance of Payments: Theoretical and Empirical Contributions at the Leuven Conference
48312676,MIS Quarterly Executive,35324887,2004,https://doi.org/10.1371/journal.pgen.1010110,journal,2msqe,1,foreign_token,Realizing the Business Value of Information Technology Investments: An Organizational Process.
48312676,MIS Quarterly Executive,10972256,2004,https://doi.org/10.1038/35022710,35022710,2msqe,1,foreign_token,Bringing Professionals on Board: Lessons on Executing IT-Enabled Organizational Transformation
48312676,MIS Quarterly Executive,33150739,2006,https://doi.org/10.1002/smll.202004695,smll,2msqe,1,foreign_token,"CIO Advisory Board Response to ""IT in 2010: The Next Frontier"""
48312676,MIS Quarterly Executive,22932916,2006,https://doi.org/10.1007/s00234-012-1083-z,s00234,2msqe,1,foreign_token,"Transforming a Company, Project by Project: The IT Engagement Model"
48312676,MIS Quarterly Executive,12963801,2007,https://doi.org/10.1113/jphysiol.2003.046342,jphysiol,2msqe,1,foreign_token,Editors' Comments - Special Issue on IS Capabilities
48312676,MIS Quarterly Executive,8211374,2007,https://doi.org/10.1097/00007632-199308000-00022,00007632,2msqe,1,foreign_token,"Three CIO Advisory Board Responses to ""The Enterprise Capability Organization: A Future for IT""."
48312676,MIS Quarterly Executive,24914594,2008,https://doi.org/10.1080/19393210.2013.855825,19393210,2msqe,1,foreign_token,How Sprint Nextel Reconfigured IT Resources for Results.
48312676,MIS Quarterly Executive,21129111,2010,https://doi.org/10.1111/j.1440-172x.2010.01885.x,j,2msqe,1,foreign_token,Editors' Comments - Special Issue on Enterprise and Industry Applications of Social Media
48312676,MIS Quarterly Executive,24996909,2010,https://doi.org/10.1534/genetics.114.166827,genetics,2msqe,1,foreign_token,Assimilating Generation Y IT New Hires into USAA's Workforce: The Role of an Enterprise 2.0 System
128478731,Management International Review,38145947,2001,https://doi.org/10.1093/bib/bbad482,bib,s11575,1,foreign_token,"United Nations Conference on Trade and Development (UNCTAD): World Investment Report 2000: Cross-Border Mergers and Acquisitions and Development United Nations, New York and Geneva 2000. (Biblio Service)"
128478731,Management International Review,27250024,2003,https://doi.org/10.18632/oncotarget.9561,oncotarget,s11575,1,foreign_token,Human Resource Collaboration Issues in International Joint Ventures: A Study of US-Japanese Auto Supply IJVs
128478731,Management International Review,161060623,2004,https://doi.org/10.1007/978-3-322-90999-2_2,978,s11575,1,foreign_token,Multinational Strategy and Structure: A Review and Research Agenda
128478731,Management International Review,17957437,2005,https://doi.org/10.1007/s11605-007-0350-5,s11605,s11575,1,foreign_token,Decision-Making and Market Orientation in the Internationalization Process of Small and Medium-Sized Enterprises
128478731,Management International Review,25026923,2004,https://doi.org/10.1016/j.nutres.2014.04.011,j,s11575,2,foreign_token,Balancing Standardization and Adaptation for Product Performance in International Markets: Testing the Influence of Headquarters-Subsidiary Contact and Cooperation (1)
128478731,Management International Review,19026534,2005,https://doi.org/10.1016/j.bmcl.2008.11.015,j,s11575,2,foreign_token,National culture and ethical climates: A comparison of U.S. and Japanese accounting firms
4210219833,Marketing Review St Gallen,4206596511,2011,https://doi.org/10.1007/10.1007/s11621-011-0068-3,10,s11621,1,foreign_token,Live Communication
4210219833,Marketing Review St Gallen,2068074350,2011,https://doi.org/10.1007/s12176-011-0035-5,s12176,s11621,1,foreign_token,Future Imperfect – Investing in Supply Chain Capabilities
163534328,Marketing Science,2998618573,2000,https://doi.org/10.5555/2805032.2805033,2805032,mksc,1,foreign_token,Markets for Product Modification Information
163534328,Marketing Science,3019786788,2001,https://doi.org/10.5555/2805261.2805267,2805261,mksc,1,foreign_token,Customer Referral Management
163534328,Marketing Science,3148525332,2002,https://doi.org/10.5555/767843.769674,767843,mksc,1,foreign_token,Investigating New Product Diffusion Across Products and Countries
163534328,Marketing Science,3005182009,2002,https://doi.org/10.5555/767845.769690,767845,mksc,1,foreign_token,Consumer Addressability and Customized Pricing
163534328,Marketing Science,3010287893,2003,https://doi.org/10.5555/970342.970361,970342,mksc,1,foreign_token,Creating Win--Win Trade Promotions
163534328,Marketing Science,3009935988,2003,https://doi.org/10.5555/2805143.2805149,2805143,mksc,1,foreign_token,Modeling the Clickstream
163534328,Marketing Science,3003895065,2003,https://doi.org/10.5555/2805249.2805257,2805249,mksc,1,foreign_token,A Fuzzy Set Model of Search and Consideration with an Application to an Online Market
163534328,Marketing Science,3176217446,2005,https://doi.org/10.1400/108521,108521,mksc,1,foreign_token,Marketing : il punto di partenza
163534328,Marketing Science,3016050964,2005,https://doi.org/10.5555/2882626.2882629,2882626,mksc,1,foreign_token,Dual Emphasis and the Long-Term Financial Impact of Customer Satisfaction
163534328,Marketing Science,3003465427,2005,https://doi.org/10.5555/2806734.2806746,2806734,mksc,1,foreign_token,Own-Brand and Cross-Brand Retail Pass-Through
163534328,Marketing Science,3013637920,2006,https://doi.org/10.5555/1235555.1235561,1235555,mksc,1,foreign_token,Market Entry and Consumer Behavior
163534328,Marketing Science,3011321515,2006,https://doi.org/10.5555/2805010.2805013,2805010,mksc,1,foreign_token,Observed and Unobserved Preference Heterogeneity in Brand-Choice Models
163534328,Marketing Science,3018969905,2006,https://doi.org/10.5555/1246274.1246284,1246274,mksc,1,foreign_token,A Comment on “Is Having More Channels Really Better? A Model of Competition Among Commercial Television Broadcasters”
163534328,Marketing Science,3089244111,2006,https://doi.org/10.5555/2882690.2882699,2882690,mksc,1,foreign_token,Absorptive Capacity in High-Technology Markets
163534328,Marketing Science,3004315813,2008,https://doi.org/10.5555/2805046.2805049,2805046,mksc,1,foreign_token,Research Note---A Comparison of Within-Household Price Sensitivity Across Online and Offline Channels
163534328,Marketing Science,3003845469,2008,https://doi.org/10.5555/2882747.2882750,2882747,mksc,1,foreign_token,Practice Prize Winner---A Nested Logit Model of Product and Transaction-Type Choice for Planning Automakers' Pricing and Promotions
163534328,Marketing Science,3014277115,2009,https://doi.org/10.5555/2882656.2882657,2882656,mksc,1,foreign_token,The Option Value of Returns
163534328,Marketing Science,3198159700,2009,https://doi.org/10.5555/3216218.3216219,3216218,mksc,1,foreign_token,“Counting Your Customers” One by One
163534328,Marketing Science,3005694682,2009,https://doi.org/10.5555/2806752.2806753,2806752,mksc,1,foreign_token,Direct-to-Consumer Advertising of Prescription Drugs
163534328,Marketing Science,3149168470,2009,https://doi.org/10.5555/2895599.2895600,2895599,mksc,1,foreign_token,Optimal Bundling Strategies in Multiobject Auctions of Complements or Substitutes
163534328,Marketing Science,3143412541,2009,https://doi.org/10.5555/2880342.2880343,2880342,mksc,1,foreign_token,Practice Prize Paper---Marketing-Mix Recommendations to Manage Value Growth at P&G Asia-Pacific
163534328,Marketing Science,3004060747,2009,https://doi.org/10.5555/2804915.2804916,2804915,mksc,1,foreign_token,Research Note---The Traveling Salesman Goes Shopping
163534328,Marketing Science,3124928224,2009,https://doi.org/10.5555/3216214.3216215,3216214,mksc,1,foreign_token,Firm-Created Word-of-Mouth Communication
163534328,Marketing Science,3017173310,2010,https://doi.org/10.5555/2806834.2806835,2806834,mksc,1,foreign_token,Information Acquisition and Sharing in a Vertical Relationship
163534328,Marketing Science,3021312977,2010,https://doi.org/10.5555/2839459.2839460,2839459,mksc,1,foreign_token,Stock Market Response to Regulatory Reports of Deceptive Advertising
163534328,Marketing Science,3008767099,2010,https://doi.org/10.5555/1841265.1841267,1841265,mksc,1,foreign_token,Analyzing the Relationship Between Organic and Sponsored Search Advertising
163534328,Marketing Science,3134554914,2010,https://doi.org/10.5555/2904798.2904799,2904798,mksc,1,foreign_token,A Customer Management Dilemma
163534328,Marketing Science,3000054151,2010,https://doi.org/10.5555/2882809.2882810,2882809,mksc,1,foreign_token,The Effects of Online User Reviews on Movie Box Office Performance
163534328,Marketing Science,3157591127,2010,https://doi.org/10.5555/2806756.2806757,2806756,mksc,1,foreign_token,Why Bundle Discounts Can Be a Profitable Alternative to Competing on Price Promotions
163534328,Marketing Science,3004166060,2011,https://doi.org/10.5555/2806697.2806702,2806697,mksc,1,foreign_token,Stuck in the Adoption Funnel
163534328,Marketing Science,3006110795,2011,https://doi.org/10.5555/2047529.2047530,2047529,mksc,1,foreign_token,Firm Strategies in the “Mid Tail” of Platform-Based Retailing
163534328,Marketing Science,3140220784,2012,https://doi.org/10.5555/3216236.3216237,3216236,mksc,1,foreign_token,Peer Effects in the Diffusion of Solar Photovoltaic Panels
163534328,Marketing Science,3017162743,2013,https://doi.org/10.5555/2534029.2534038,2534029,mksc,1,foreign_token,Commentary---On “Equilibrium Returns Policies in the Presence of Supplier Competition”
163534328,Marketing Science,3015526517,2013,https://doi.org/10.5555/2465124.2465131,2465124,mksc,1,foreign_token,Economic Value of Celebrity Endorsements
163534328,Marketing Science,3137566193,2014,https://doi.org/10.5555/2805184.2805191,2805184,mksc,1,foreign_token,Prerelease Buzz Evolution Patterns and New Product Performance
163534328,Marketing Science,3037315290,2000,https://doi.org/10.5555/2880326.2880331,2880326,mksc,2,foreign_token,Looking for Loss Aversion in Scanner Panel Data
163534328,Marketing Science,3013508665,2000,https://doi.org/10.5555/2880326.2880328,2880326,mksc,2,foreign_token,Manufacturer-Retailer Channel Interactions and Implications for Channel Power
163534328,Marketing Science,3197956863,2000,https://doi.org/10.5555/2880333.2880340,2880333,mksc,2,foreign_token,Raising Awareness and Signaling Quality to Uninformed Consumers
163534328,Marketing Science,3137061773,2000,https://doi.org/10.5555/2880333.2880334,2880333,mksc,2,foreign_token,Eye Fixations on Advertisements and Memory for Brands
163534328,Marketing Science,3023618855,2001,https://doi.org/10.5555/2880272.2880275,2880272,mksc,2,foreign_token,Quality Segmentation in Spatial Markets
163534328,Marketing Science,3019899782,2001,https://doi.org/10.5555/2880272.2880273,2880272,mksc,2,foreign_token,"Electronic Tickets, Smart Cards, and Online Prepayments"
163534328,Marketing Science,3014612545,2001,https://doi.org/10.5555/2885589.2885590,2885589,mksc,2,foreign_token,Reward Programs and Tacit Collusion
163534328,Marketing Science,3008930666,2001,https://doi.org/10.5555/2885589.2885592,2885589,mksc,2,foreign_token,Delegating Pricing Decisions
163534328,Marketing Science,3005592834,2002,https://doi.org/10.5555/2805407.2805416,2805407,mksc,2,foreign_token,The Variety of an Assortment
163534328,Marketing Science,2997475514,2002,https://doi.org/10.5555/2805407.2805414,2805407,mksc,2,foreign_token,Multinational Diffusion Models
163534328,Marketing Science,3033284169,2002,https://doi.org/10.5555/2805730.2805732,2805730,mksc,2,foreign_token,Optimal Pricing of New Subscription Services
163534328,Marketing Science,3107793458,2002,https://doi.org/10.5555/2805730.2805736,2805730,mksc,2,foreign_token,Research Note Consumer Addressability and Customized Pricing
163534328,Marketing Science,2998348232,2003,https://doi.org/10.5555/2805238.2805244,2805238,mksc,2,foreign_token,Measuring Heterogeneous Reservation Prices for Product Bundles
163534328,Marketing Science,3194675563,2003,https://doi.org/10.5555/2805238.2805242,2805238,mksc,2,foreign_token,Price Uncertainty and Consumer Search
163534328,Marketing Science,3005593722,2004,https://doi.org/10.5555/2804999.2805007,2804999,mksc,2,foreign_token,Implications of Reduced Search Cost and Free Riding in E-Commerce
163534328,Marketing Science,3003871342,2004,https://doi.org/10.5555/2804999.2805003,2804999,mksc,2,foreign_token,"Growing, Growing, Gone"
163534328,Marketing Science,3120020679,2005,https://doi.org/10.5555/2882600.2882604,2882600,mksc,2,foreign_token,Third-Party Product Review and Firm Marketing Strategy
163534328,Marketing Science,3002481370,2005,https://doi.org/10.5555/2882600.2882609,2882600,mksc,2,foreign_token,Dynamic Models Incorporating Individual Heterogeneity
163534328,Marketing Science,3138146247,2006,https://doi.org/10.5555/2882638.2882642,2882638,mksc,2,foreign_token,Promotional Chat on the Internet
163534328,Marketing Science,3096715903,2006,https://doi.org/10.5555/2882638.2882643,2882638,mksc,2,foreign_token,Consumer Preferences and Product-Line Pricing Strategies
