oa_id,oa_display_name,subfield_proportion,works_count,total_subfield_count,unique_subfields
https://openalex.org/S4210221741,Organizations and Markets in Emerging Economies,31.103678929765888,299,93,"[Accounting, Marketing, Strategy and Management]"
https://openalex.org/S2764352250,Indian Journal of Marketing,31.11111111111111,1125,350,[Marketing]
https://openalex.org/S121058368,Sport Management Review,31.155778894472363,995,310,"[Economics and Econometrics, Marketing]"
https://openalex.org/S4210176795,International Journal of Leisure and Tourism Marketing,31.25,208,65,"[Transportation, Marketing]"
https://openalex.org/S2765062947,Journal of food distribution research,31.25,336,105,"[Marketing, Economics and Econometrics, Strategy and Management]"
https://openalex.org/S50216583,Journal of Medical Marketing Device Diagnostic and Pharmaceutical Marketing,31.2874251497006,668,209,"[Strategy and Management, Economics and Econometrics]"
https://openalex.org/S93195727,International Journal of Management and Enterprise Development,31.317204301075268,744,233,"[Management of Technology and Innovation, Accounting, Strategy and Management]"
https://openalex.org/S4210186465,Revista Evidenciação Contábil & Finanças,31.338028169014088,284,89,"[Accounting, Strategy and Management]"
https://openalex.org/S14568501,Review of Social Economy,31.360946745562128,2873,901,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S4210215119,GSTF Journal on Business Review,31.372549019607842,51,16,"['General Economics, Econometrics and Finance', Accounting]"
https://openalex.org/S87816754,International Journal of Business Continuity and Risk Management,31.388329979879277,497,156,"[Strategy and Management, Economics and Econometrics, Accounting]"
https://openalex.org/S2764747635,Journal of European economic history/The Journal of European economic history,31.44399460188934,741,233,"[Economics and Econometrics, Finance]"
https://openalex.org/S134988049,Econometric Reviews,31.467275991512977,6127,1928,"['General Economics, Econometrics and Finance', Finance]"
https://openalex.org/S4210172557,Journal of Business and Economic Studies,31.506849315068493,73,23,"[Economics and Econometrics, Accounting, Finance]"
https://openalex.org/S2764899165,Australian journal of labour economics,31.515151515151512,165,52,[Economics and Econometrics]
https://openalex.org/S165492527,The Economic History Review,31.537944929482876,14890,4696,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S202264103,Journal of Asia Business Studies,31.663974151857836,619,196,"[Accounting, Strategy and Management]"
https://openalex.org/S96919139,American Economic Journal Microeconomics,31.695331695331696,814,258,"[Economics and Econometrics, Marketing]"
https://openalex.org/S4387292993,European Management Studies,31.70731707317073,41,13,"[Management of Technology and Innovation, Strategy and Management, Economics and Econometrics]"
https://openalex.org/S2764789229,Australian company secretary,31.73076923076923,208,66,"[Accounting, Strategy and Management]"
https://openalex.org/S149838422,International Journal of Value Chain Management,31.746031746031743,441,140,"[Business and International Management, Strategy and Management]"
https://openalex.org/S4210222928,Land Development Studies,31.818181818181817,154,49,"[Economics and Econometrics, Finance]"
https://openalex.org/S4210222123,Journal of Open Innovation Technology Market and Complexity,31.84996821360458,1573,501,"[Management of Technology and Innovation, Business and International Management, Strategy and Management]"
https://openalex.org/S56187647,International Journal of Logistics Economics and Globalisation,31.958762886597935,291,93,"[Strategy and Management, 'General Economics, Econometrics and Finance']"
https://openalex.org/S4210240632,De Computis - Revista Española de Historia de la Contabilidad,31.98198198198198,444,142,"[Accounting, Economics and Econometrics]"
https://openalex.org/S968878802,Clothing and Textiles Research Journal,31.984948259642522,1063,340,[Marketing]
https://openalex.org/S4210225511,Business Informatics,32.142857142857146,140,45,[Management of Technology and Innovation]
https://openalex.org/S4210226585,The International Journal of Organizational Analysis,32.17821782178218,202,65,"[Strategy and Management, Accounting]"
https://openalex.org/S138645024,Journal of Comparative Economics,32.18280600830936,3129,1007,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Finance]"
https://openalex.org/S84830373,Journal of China Tourism Research,32.1875,640,206,"[Transportation, Marketing]"
https://openalex.org/S4210218316,European Journal of Management and Business Economics,32.2463768115942,276,89,"[Strategy and Management, Marketing, Accounting]"
https://openalex.org/S2765057658,Sport Marketing Quarterly,32.273603082851636,1038,335,"[Economics and Econometrics, Marketing]"
https://openalex.org/S4210197456,Mineral Economics,32.342007434944236,538,174,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S2764983799,Journal of Distribution Science,32.34848484848485,1320,427,[Marketing]
https://openalex.org/S161018996,International Journal of Energy Sector Management,32.355915065722954,989,320,[Economics and Econometrics]
https://openalex.org/S4306508647,Economia & diritto agroalimentare,32.369942196531795,173,56,[Economics and Econometrics]
https://openalex.org/S162526994,International Journal of Market Research,32.54237288135593,1475,480,[Marketing]
https://openalex.org/S968139600,Journal of Personal Selling and Sales Management,32.546494992846924,1398,455,"[Strategy and Management, Management of Technology and Innovation, Marketing]"
https://openalex.org/S4210240795,ReMark - Revista Brasileira de Marketing,32.689832689832684,777,254,[Marketing]
https://openalex.org/S4394735491,"Intelligent systems in accounting, finance and management/Intelligent systems in accounting, finance & management",32.863849765258216,426,140,"[Economics and Econometrics, Finance, Accounting]"
https://openalex.org/S35298862,Journal of Macromarketing,32.866741321388574,1786,587,"[Marketing, Business and International Management]"
https://openalex.org/S2737657525,Lecturas de Economía,32.87128712871287,1010,332,"['General Economics, Econometrics and Finance']"
https://openalex.org/S128621090,The Journal of Economic Education,32.891082999074364,3241,1066,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Accounting]"
https://openalex.org/S4306515389,Journal of Business & Retail Management Research,32.904411764705884,544,179,[Marketing]
https://openalex.org/S2875300,Review of International Political Economy,32.90816326530612,1568,516,"[Finance, Strategy and Management]"
https://openalex.org/S4210197436,Vierteljahrshefte zur Wirtschaftsforschung,32.91814946619217,1124,370,"[Economics and Econometrics, Finance]"
https://openalex.org/S2736975137,Journal of Indonesian Economy and Business,32.958801498127336,267,88,"[Accounting, Economics and Econometrics]"
https://openalex.org/S2764958792,Asian Journal of Empirical Research,32.96296296296296,270,89,"[Accounting, Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S190363454,Organizational Behavior Teaching Review,33.030130756111426,1759,581,[Management of Technology and Innovation]
https://openalex.org/S2764987631,Academy of Marketing Studies journal,33.05084745762712,708,234,[Marketing]
https://openalex.org/S4210237570,Recherches économiques de Louvain,33.05718326934735,4949,1636,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S137166528,International Journal of Knowledge Management Studies,33.088235294117645,544,180,"[Strategy and Management, Management of Technology and Innovation]"
https://openalex.org/S4210211136,International Journal of Transitions and Innovation Systems,33.098591549295776,142,47,"[Strategy and Management, Management of Technology and Innovation]"
https://openalex.org/S2737582874,Studies in Business and Economics,33.104631217838765,583,193,"[Economics and Econometrics, Accounting, Management of Technology and Innovation, Marketing]"
https://openalex.org/S164333781,The Journal of World Energy Law & Business,33.11258278145696,604,200,"[Strategy and Management, 'General Economics, Econometrics and Finance']"
https://openalex.org/S120991925,Telecommunications Policy,33.151770240158456,4039,1339,"[Economics and Econometrics, Strategy and Management, Marketing]"
https://openalex.org/S55766468,International Studies of Management and Organization,33.157099697885194,1324,439,[Strategy and Management]
https://openalex.org/S142990027,Journal of Marketing,33.19452706722189,15129,5022,"[Management of Technology and Innovation, Marketing]"
https://openalex.org/S165879012,Journal of Sport Management,33.22147651006711,1490,495,"[Marketing, Economics and Econometrics]"
https://openalex.org/S4210174681,Asia Pacific Business Review,33.2378223495702,349,116,"[Economics and Econometrics, Marketing, Finance, Accounting]"
https://openalex.org/S4210208307,Dirección y Organización,33.282208588957054,652,217,"[Strategy and Management, Economics and Econometrics, Accounting]"
https://openalex.org/S32361082,European Review of Agricultural Economics,33.31896551724138,2320,773,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S4387997814,Journal of Accounting Ethics & Public Policy,33.33333333333333,90,30,"[Accounting, Economics and Econometrics]"
https://openalex.org/S4210180600,Annamalai International Journal of Business Studies and Research,33.33333333333333,15,5,"[Business and International Management, Economics and Econometrics]"
https://openalex.org/S144611220,Journal of Applied Corporate Finance,33.33333333333333,3,1,[Economics and Econometrics]
https://openalex.org/S2764388120,Business and Economic Research,33.41869398207427,781,261,"[Accounting, 'General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S130179515,Economic Record,33.506144393241165,5208,1745,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S71487352,BAR - Brazilian Administration Review,33.579335793357934,542,182,"[Strategy and Management, Accounting, Management of Technology and Innovation]"
https://openalex.org/S114801022,Journal of Regulatory Economics,33.59451518119491,1021,343,[Economics and Econometrics]
https://openalex.org/S155589366,Business and Society Review,33.619763694951665,931,313,"[Marketing, Accounting, Strategy and Management]"
https://openalex.org/S105567970,European Management Journal,33.64844903988183,3385,1139,"[Strategy and Management, Accounting]"
https://openalex.org/S4386621735,International Journal of Management Studies,33.67697594501718,291,98,"[Accounting, Strategy and Management]"
https://openalex.org/S2736813639,International Business & Economics Research Journal (IBER),33.73940677966102,1888,637,"[Finance, Accounting, 'General Economics, Econometrics and Finance', Economics and Econometrics, Strategy and Management]"
https://openalex.org/S4210181832,Total Quality Management & Business Excellence,33.740234375,2048,691,[Strategy and Management]
https://openalex.org/S4210230413,Management Research Review,33.75209380234506,1194,403,"[Marketing, Accounting, Strategy and Management]"
https://openalex.org/S41302103,International Journal of Physical Distribution & Logistics Management,33.77643504531722,1655,559,[Strategy and Management]
https://openalex.org/S187151359,International Journal of Economics and Business Research,33.821376281112734,1366,462,"['General Economics, Econometrics and Finance', Economics and Econometrics, Accounting]"
https://openalex.org/S100820205,International Journal of Commerce and Management,33.83742911153119,529,179,"[Accounting, Strategy and Management]"
https://openalex.org/S33741590,Academy of Management Perspectives,33.86023294509151,2404,814,"[Strategy and Management, Accounting, Management of Technology and Innovation]"
https://openalex.org/S70175541,Management and Organization Review,33.86727688787185,1311,444,"[Strategy and Management, Accounting]"
https://openalex.org/S4210217359,Gurukul Business Review,33.87096774193548,62,21,"[Accounting, Economics and Econometrics, Strategy and Management]"
https://openalex.org/S4210172326,Journal of Management and Sustainability,33.88704318936877,602,204,"[Management of Technology and Innovation, Strategy and Management, Marketing]"
https://openalex.org/S121651287,Global Business and Economics Review,34.00483481063659,1241,422,"[Strategy and Management, Economics and Econometrics, 'General Economics, Econometrics and Finance', Accounting]"
https://openalex.org/S116843975,Journal of Emerging Technologies in Accounting,34.08624229979466,487,166,[Accounting]
https://openalex.org/S94775995,European Business Review,34.16945373467112,1794,613,"[Strategy and Management, Accounting, Management of Technology and Innovation]"
https://openalex.org/S2764654660,Economic History of Developing Regions,34.22222222222222,225,77,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S81410195,Manufacturing & Service Operations Management,34.34466019417476,1648,566,"[Strategy and Management, Marketing]"
https://openalex.org/S4210197148,Estudios de economía,34.35897435897436,195,67,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S2738413198,Equilibrium Quarterly Journal of Economics and Economic Policy,34.41558441558442,616,212,"[Economics and Econometrics, Finance]"
https://openalex.org/S2738972098,3C Empresa Investigación y pensamiento crítico,34.48275862068966,348,120,"[Economics and Econometrics, Accounting]"
https://openalex.org/S196716848,Journal of Human Capital,34.492753623188406,345,119,[Economics and Econometrics]
https://openalex.org/S2737149045,Canadian journal of nonprofit and social economy research,34.53453453453454,333,115,"[Finance, Strategy and Management]"
https://openalex.org/S1027187413,Amfiteatru Economic,34.56375838926174,596,206,"[Marketing, Strategy and Management, Economics and Econometrics]"
https://openalex.org/S2898340276,Estudios Gerenciales,34.572490706319705,1345,465,"[Economics and Econometrics, Accounting]"
https://openalex.org/S54467454,International Environmental Agreements Politics Law and Economics,34.57382953181273,833,288,[Economics and Econometrics]
https://openalex.org/S2764754140,Journal of international economic studies,34.78260869565217,23,8,"[Strategy and Management, 'General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S128223704,Economics and Philosophy,34.78260869565217,1449,504,[Economics and Econometrics]
https://openalex.org/S108158533,Journal of Quality Assurance in Hospitality & Tourism,34.83516483516483,910,317,[Marketing]
https://openalex.org/S2764900385,British Actuarial Journal,34.883720930232556,989,345,"[Economics and Econometrics, Accounting]"
https://openalex.org/S2764823410,Annals of Actuarial Science,34.883720930232556,473,165,"[Economics and Econometrics, Finance]"
https://openalex.org/S55416568,International Journal of Procurement Management,34.9388379204893,1308,457,[Strategy and Management]
https://openalex.org/S4210237622,Project Leadership and Society,34.946236559139784,186,65,[Strategy and Management]
https://openalex.org/S154010748,Management Decision,34.96725540781901,5039,1762,"[Accounting, Management of Technology and Innovation, Strategy and Management]"
https://openalex.org/S27827792,Journal of Forest Economics,35.0609756097561,656,230,[Economics and Econometrics]
https://openalex.org/S2739385614,AD-minister,35.16483516483517,182,64,"[Management of Technology and Innovation, Accounting, Economics and Econometrics]"
https://openalex.org/S164338815,EuroMed Journal of Business,35.24305555555556,576,203,"[Accounting, Marketing]"
https://openalex.org/S157344451,South African Journal of Economic and Management Sciences,35.2506162695152,1217,429,"[Strategy and Management, Economics and Econometrics, Business and International Management, Accounting, Management of Technology and Innovation]"
https://openalex.org/S177050305,Road and transport research,35.26315789473684,570,201,[Transportation]
https://openalex.org/S4210224324,Accounting Auditing & Accountability Journal,35.26951672862453,2152,759,"[Strategy and Management, Accounting]"
https://openalex.org/S146248155,International Journal of Six Sigma and Competitive Advantage,35.294117647058826,391,138,[Strategy and Management]
https://openalex.org/S4306532820,Third sector review,35.294117647058826,187,66,[Finance]
https://openalex.org/S66524056,Journal of Business Economics and Management,35.30844155844156,1232,435,"[Accounting, Economics and Econometrics, Strategy and Management]"
https://openalex.org/S4210192771,Economic and Political Studies,35.333333333333336,300,106,"[Accounting, Finance, 'General Economics, Econometrics and Finance']"
https://openalex.org/S62270215,International Journal of Information Systems and Supply Chain Management,35.42976939203354,477,169,[Strategy and Management]
https://openalex.org/S4210219837,International Journal of Diplomacy and Economy,35.49488054607509,293,104,"[Strategy and Management, Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S52125040,International Journal of Logistics Systems and Management,35.4978354978355,2079,738,[Strategy and Management]
https://openalex.org/S49131624,International Journal of Social Economics,35.628019323671495,3312,1180,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S91661715,Kyklos,35.71022727272727,3520,1257,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Finance]"
https://openalex.org/S4210226067,Journal of Hospitality and Tourism Insights,35.743519781718966,733,262,[Marketing]
https://openalex.org/S2737251658,Latin American Economic Review,35.76158940397351,151,54,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S102624508,The Learning Organization,35.77023498694517,1149,411,[Strategy and Management]
https://openalex.org/S98232940,International Review on Public and Nonprofit Marketing,35.783365570599614,517,185,[Marketing]
https://openalex.org/S202144432,Science Technology and Society,35.810810810810814,888,318,"[Management of Technology and Innovation, Business and International Management, Strategy and Management, Economics and Econometrics]"
https://openalex.org/S146741597,Strategic Outsourcing An International Journal,35.97122302158273,139,50,[Strategy and Management]
https://openalex.org/S55074384,The B E Journal of Economic Analysis & Policy,35.99689681923972,1289,464,[Economics and Econometrics]
https://openalex.org/S4210192138,Nankai Business Review International,36.0,425,153,"[Accounting, Strategy and Management]"
https://openalex.org/S4210215001,Journal of applied sport management,36.029411764705884,272,98,"[Marketing, Economics and Econometrics]"
https://openalex.org/S185930956,Contemporary Economic Policy,36.08391608391609,2145,774,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Finance]"
https://openalex.org/S959550399,New Perspectives on Political Economy,36.11111111111111,180,65,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Finance]"
https://openalex.org/S2765041547,The Pakistan Development Review,36.160188457008246,3396,1228,"[Finance, 'General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S4210199421,Journal of CENTRUM Cathedra (JCC) The Business and Economics Research Journal,36.440677966101696,118,43,"['General Economics, Econometrics and Finance', Strategy and Management]"
https://openalex.org/S175672440,Regional Studies,36.53444676409186,5748,2100,[Economics and Econometrics]
https://openalex.org/S102805530,The Energy Journal,36.53781512605042,2975,1087,[Economics and Econometrics]
https://openalex.org/S184126201,British Journal of Management,36.557539682539684,2016,737,"[Strategy and Management, Accounting]"
https://openalex.org/S2764680368,Social and Environmental Accountability Journal,36.59378596087457,869,318,"[Marketing, Strategy and Management]"
https://openalex.org/S4210192430,Managing Service Quality,36.62940670679278,1163,426,[Marketing]
https://openalex.org/S87745625,International Journal of Management Reviews,36.666666666666664,810,297,"[Strategy and Management, Management of Technology and Innovation, Accounting]"
https://openalex.org/S4404664192,Journal of securities operations & custody,36.666666666666664,630,231,"[Finance, Economics and Econometrics, Strategy and Management]"
https://openalex.org/S161990933,International Journal of Electronic Marketing and Retailing,36.74418604651163,645,237,[Marketing]
https://openalex.org/S27967161,Journal of theoretical and applied electronic commerce research,36.77621283255086,1278,470,"[Marketing, Strategy and Management]"
https://openalex.org/S4210227272,Economic Annals-ХХI,36.78440925700365,821,302,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S151705444,Journal of Management Studies,36.80132816823464,3614,1330,"[Strategy and Management, Accounting]"
https://openalex.org/S2765001115,The Economics of Peace and Security Journal,36.86274509803922,255,94,[Economics and Econometrics]
https://openalex.org/S205929853,Electronic Commerce Research,37.00980392156863,1224,453,"[Strategy and Management, Marketing]"
https://openalex.org/S94552155,Organization & Environment,37.053182214472535,1147,425,"[Marketing, Strategy and Management]"
https://openalex.org/S104354167,Acta Oeconomica,37.07093821510298,874,324,"['General Economics, Econometrics and Finance', Economics and Econometrics, Finance]"
https://openalex.org/S208001523,Journal of Internet Commerce,37.13163064833006,509,189,[Marketing]
https://openalex.org/S165152232,Review of Agricultural Economics,37.224383916990924,771,287,[Economics and Econometrics]
https://openalex.org/S2737009078,APUNTES DEL CENES,37.278106508875744,338,126,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S18436875,International Journal of Electronic Commerce,37.29662077596996,799,298,"[Marketing, Strategy and Management]"
https://openalex.org/S4210185081,Revista de Economia Mackenzie,37.301587301587304,126,47,"['General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S4210228954,Revue de l'OFCE/La Revue de l'OFCE,37.37265415549598,1865,697,"[Finance, 'General Economics, Econometrics and Finance', Economics and Econometrics]"
https://openalex.org/S2764539693,EURO Journal on Transportation and Logistics,37.41258741258741,286,107,[Transportation]
https://openalex.org/S92223472,Astin Bulletin,37.43752839618355,2201,824,"[Economics and Econometrics, Finance]"
https://openalex.org/S2764998427,EJBO. Electronic journal of business and organization ethics,37.5,8,3,"[Accounting, Strategy and Management]"
https://openalex.org/S4210228621,Journal of Asia Entrepreneurship and Sustainability,37.5,8,3,[Management of Technology and Innovation]
https://openalex.org/S4210211100,Global Business Perspectives,37.5,32,12,"[Strategy and Management, Management of Technology and Innovation]"
https://openalex.org/S5406942086,The IUP Journal of Applied Economics,37.5,16,6,[Economics and Econometrics]
https://openalex.org/S2736872555,Croatian Economic Survey,37.5,120,45,"[Finance, Strategy and Management, Economics and Econometrics]"
https://openalex.org/S4210207324,Journal of Database Marketing & Customer Strategy Management,37.52913752913753,429,161,[Marketing]
https://openalex.org/S2738677470,Oeconomia Copernicana,37.63636363636363,550,207,"[Strategy and Management, Economics and Econometrics]"
https://openalex.org/S2738848155,Contemporary Economics,37.66233766233766,308,116,"['General Economics, Econometrics and Finance', Economics and Econometrics, Finance, Accounting]"
https://openalex.org/S42911722,International Journal of Economic Policy in Emerging Economies,37.768679631525075,977,369,"['General Economics, Econometrics and Finance', Economics and Econometrics, Finance, Accounting]"
https://openalex.org/S2764794650,Journal of International Logistics and Trade,37.8,500,189,"['General Economics, Econometrics and Finance', Strategy and Management]"
https://openalex.org/S91781374,Accounting History,37.828054298642535,1105,418,"[Accounting, Economics and Econometrics]"
https://openalex.org/S2739393555,Journal of Agricultural and Applied Economics,37.909898866074165,3263,1237,[Economics and Econometrics]
https://openalex.org/S4210193511,Economics and Mathematical Methods,38.141025641025635,312,119,"['General Economics, Econometrics and Finance', Strategy and Management, Management of Technology and Innovation]"
https://openalex.org/S2764837506,Indian Journal of Labour Economics,38.15789473684211,608,232,[Economics and Econometrics]
https://openalex.org/S4210172729,Journal of Humanitarian Logistics and Supply Chain Management,38.368580060422964,331,127,[Strategy and Management]
https://openalex.org/S2764434733,Low Carbon Economy,38.37837837837838,185,71,[Economics and Econometrics]
https://openalex.org/S95464858,Econometrica,38.38816698921758,7234,2777,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S4210222223,Journal of Global Academy of Marketing Science,38.482384823848236,369,142,[Marketing]
https://openalex.org/S2764555313,International Journal of Business,38.54489164086687,646,249,"[Finance, Strategy and Management, Accounting, Economics and Econometrics]"
https://openalex.org/S4210238834,SCIENZE REGIONALI,38.56502242152467,223,86,[Economics and Econometrics]
https://openalex.org/S170200280,Journal of Australian political economy,38.63636363636363,308,119,"['General Economics, Econometrics and Finance', Economics and Econometrics, Finance]"
https://openalex.org/S48957891,The TQM Journal,38.66571018651363,1394,539,[Strategy and Management]
https://openalex.org/S165812035,Energy Sources Part B Economics Planning and Policy,38.78627968337731,1137,441,[Economics and Econometrics]
https://openalex.org/S88959691,IATSS Research,38.8845855925639,1291,502,[Transportation]
https://openalex.org/S173896063,Property Management,38.94792773645058,1882,733,"[Finance, Economics and Econometrics]"
https://openalex.org/S4210189212,Asian Journal of Business Ethics,39.004149377593365,241,94,"[Marketing, Strategy and Management]"
https://openalex.org/S4210228282,Southeast Asian Economies,39.119804400978,818,320,"[Finance, 'General Economics, Econometrics and Finance']"
https://openalex.org/S2764716688,Journal of International Finance and Economics,39.16256157635468,406,159,"[Accounting, Finance, Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S156716048,Economics of Governance,39.17995444191344,439,172,[Economics and Econometrics]
https://openalex.org/S139478629,Journal of Business-to-Business Marketing,39.189189189189186,666,261,"[Strategy and Management, Marketing]"
https://openalex.org/S192372812,Journal of International Food & Agribusiness Marketing,39.206534422403735,857,336,"[Marketing, Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S2764801966,Journal of Destination Marketing & Management,39.285714285714285,868,341,"[Marketing, Transportation]"
https://openalex.org/S111496547,Scottish Journal of Political Economy,39.294306335204496,2494,980,"[Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S160156518,International Journal of Fashion Design Technology and Education,39.31623931623932,585,230,[Marketing]
https://openalex.org/S4210195776,Journal of International Education in Business,39.338235294117645,272,107,"[Management of Technology and Innovation, Accounting]"
https://openalex.org/S134979503,Theory and Decision,39.3421614694575,2341,921,[Economics and Econometrics]
https://openalex.org/S147000529,International Journal of Automotive Technology and Management,39.37232524964337,701,276,"[Strategy and Management, Management of Technology and Innovation, 'General Economics, Econometrics and Finance']"
https://openalex.org/S4210198644,Economics of Transition and Institutional Change,39.375,320,126,"[Economics and Econometrics, 'General Economics, Econometrics and Finance', Accounting]"
https://openalex.org/S149339240,Eastern European Economics,39.52270081490104,1718,679,"['General Economics, Econometrics and Finance', Economics and Econometrics, Finance]"
https://openalex.org/S169796346,World Review of Intermodal Transportation Research,39.53488372093023,344,136,"[Strategy and Management, 'General Economics, Econometrics and Finance', Transportation]"
https://openalex.org/S86301901,Revista de economía aplicada/Revista de economía aplicada,39.56386292834891,321,127,"[Accounting, Economics and Econometrics, 'General Economics, Econometrics and Finance']"
https://openalex.org/S2764463436,North American Actuarial Journal,39.601921757035,1457,577,"[Economics and Econometrics, Finance]"
https://openalex.org/S105430050,Journal of World Trade,39.606126914660834,3199,1267,"['General Economics, Econometrics and Finance', Strategy and Management]"
https://openalex.org/S4210196836,Advances in management accounting,39.75,400,159,"[Accounting, Strategy and Management]"
https://openalex.org/S201197719,Tourism Economics,39.787542250120715,2071,824,"[Transportation, Economics and Econometrics]"
https://openalex.org/S4210175380,Revista Perspectiva Empresarial,39.906103286384976,213,85,"[Economics and Econometrics, Accounting]"
https://openalex.org/S4210232799,International Journal of Development and Conflict,40.0,70,28,[Economics and Econometrics]
