,index,selector,inCites,id,ror,display_name,country_code,works_count,cited_by_count,substring,score,matching_type,chosen,organization_established,organization_id,organization_types
14,0,1,Auburn University,https://openalex.org/I82497590,https://ror.org/02v80fc35,Auburn University,US,73742,3529369,Auburn University,1.0,EXACT,True,1856.0,https://ror.org/02v80fc35,['education' 'funder']
15,0,1,Auckland University of Technology,https://openalex.org/I39854758,https://ror.org/01zvqw119,Auckland University of Technology,NZ,29461,7331901,Auckland University of Technology,1.0,EXACT,True,1895.0,https://ror.org/01zvqw119,['education' 'funder']
16,0,1,Audencia,https://openalex.org/I161463649,https://ror.org/000axn811,Audencia Business School,FR,4120,73529,Audencia,1.0,EXACT,True,1900.0,https://ror.org/000axn811,['education']
17,0,1,Australian National University,https://openalex.org/I118347636,https://ror.org/019wvm592,Australian National University,AU,180179,13404212,Australian National University,1.0,EXACT,True,1946.0,https://ror.org/019wvm592,['education' 'funder']
18,0,1,Autonomous University of Barcelona,https://openalex.org/I123044942,https://ror.org/052g8jq94,Universitat Autònoma de Barcelona,ES,137948,10609526,Autonomous University of Barcelona,1.0,EXACT,True,1968.0,https://ror.org/052g8jq94,['education' 'funder']
19,0,1,Autonomous University of Madrid,https://openalex.org/I63634437,https://ror.org/01cby8j38,Universidad Autónoma de Madrid,ES,114699,8723145,Autonomous University of Madrid,1.0,EXACT,True,1968.0,https://ror.org/01cby8j38,['education' 'funder']
20,0,1,BI Norwegian Business School,https://openalex.org/I181046868,https://ror.org/03ez40v33,BI Norwegian Business School,NO,7373,248586,BI Norwegian Business School,1.0,EXACT,True,1943.0,https://ror.org/03ez40v33,['education']
21,0,1,Babson College,https://openalex.org/I96062909,https://ror.org/01f0syq13,Babson College,US,4236,210642,Babson College,1.0,EXACT,True,1919.0,https://ror.org/01f0syq13,['education' 'funder']
22,0,1,Bank of Canada,https://openalex.org/I898769471,https://ror.org/05cc98565,Bank of Canada,CA,4477,102191,Bank of Canada,1.0,EXACT,True,1935.0,https://ror.org/05cc98565,['funder' 'other']
23,0,1,Bank of England,https://openalex.org/I46860202,https://ror.org/04p3y0q03,Bank of England,GB,4209,162490,Bank of England,1.0,EXACT,True,1694.0,https://ror.org/04p3y0q03,['funder' 'other']
24,0,1,Bank of Italy,https://openalex.org/I103737770,https://ror.org/03v2nbx43,Bank of Italy,IT,6122,274440,Bank of Italy,1.0,EXACT,True,1893.0,https://ror.org/03v2nbx43,['funder' 'other']
25,0,3,Baruch College (CUNY),https://openalex.org/I141810926,https://ror.org/023qavy03,Baruch College,US,11412,407718,Baruch College CUNY,0.85,COMMON TERMS,False,1968.0,https://ror.org/023qavy03,['education']
26,1,3,Baruch College (CUNY),https://openalex.org/I111455621,https://ror.org/03v8adn41,"Queens College, CUNY",US,16606,583790,Baruch College CUNY,0.63,COMMON TERMS,False,1937.0,https://ror.org/03v8adn41,['education' 'funder']
27,2,3,Baruch College (CUNY),https://openalex.org/I884065104,https://ror.org/0001a2m26,SUNY Broome Community College,US,221,2950,Baruch College CUNY,0.62,FUZZY,False,1946.0,https://ror.org/0001a2m26,['education' 'funder']
28,0,1,Baylor University,https://openalex.org/I157394403,https://ror.org/005781934,Baylor University,US,35940,2268334,Baylor University,1.0,EXACT,True,1845.0,https://ror.org/005781934,['education' 'funder']
29,0,1,Beihang University,https://openalex.org/I82880672,https://ror.org/00wk2mp56,Beihang University,CN,137214,6956830,Beihang University,1.0,EXACT,True,1952.0,https://ror.org/00wk2mp56,['education' 'funder']
30,0,1,Beijing Institute of Technology,https://openalex.org/I125839683,https://ror.org/01skt4w74,Beijing Institute of Technology,CN,124716,6994006,Beijing Institute of Technology,1.0,EXACT,True,1940.0,https://ror.org/01skt4w74,['education' 'funder']
31,0,1,Beijing Jiaotong University,https://openalex.org/I21193070,https://ror.org/01yj56c84,Beijing Jiaotong University,CN,73717,2513353,Beijing Jiaotong University,1.0,EXACT,True,1896.0,https://ror.org/01yj56c84,['education' 'funder']
32,0,1,Beijing Normal University,https://openalex.org/I25254941,https://ror.org/022k4wk35,Beijing Normal University,CN,107855,6008324,Beijing Normal University,1.0,EXACT,True,1902.0,https://ror.org/022k4wk35,['education' 'funder']
33,0,1,Bentley University,https://openalex.org/I139924743,https://ror.org/01px48m89,Bentley University,US,6538,200431,Bentley University,1.0,EXACT,True,1917.0,https://ror.org/01px48m89,['education']
34,0,1,"Binghamton University, SUNY",https://openalex.org/I123946342,https://ror.org/008rmbt77,Binghamton University,US,35123,1719247,Binghamton University,1.0,HEURISTICS,True,1946.0,https://ror.org/008rmbt77,['education' 'funder']
35,0,1,Bocconi University,https://openalex.org/I71209653,https://ror.org/05crjpb27,Bocconi University,IT,19910,719173,Bocconi University,1.0,EXACT,True,1902.0,https://ror.org/05crjpb27,['education' 'funder']
36,0,1,Boston College,https://openalex.org/I103531236,https://ror.org/02n2fzt79,Boston College,US,43970,3335652,Boston College,1.0,EXACT,True,1863.0,https://ror.org/02n2fzt79,['education' 'funder']
37,0,1,Boston University,https://openalex.org/I111088046,https://ror.org/05qwgg493,Boston University,US,182464,22093520,Boston University,1.0,EXACT,True,1839.0,https://ror.org/05qwgg493,['education' 'funder']
38,0,1,Brigham Young University,https://openalex.org/I100005738,https://ror.org/047rhhm47,Brigham Young University,US,64105,3313698,Brigham Young University,1.0,EXACT,True,1875.0,https://ror.org/047rhhm47,['education' 'funder']
39,0,1,Brock University,https://openalex.org/I186803428,https://ror.org/056am2717,Brock University,CA,21807,861255,Brock University,1.0,EXACT,True,1964.0,https://ror.org/056am2717,['education' 'funder']
40,0,3,Brunel University,https://openalex.org/I59433898,https://ror.org/00dn4t376,Brunel University of London,GB,48598,2958594,University of Brunel,0.86,HEURISTICS,False,1966.0,https://ror.org/00dn4t376,['education' 'funder']
41,1,3,Brunel University,https://openalex.org/I118564535,https://ror.org/02k7v4d05,University of Bern,CH,143747,13127525,Brunel University,0.8,FUZZY,False,1834.0,https://ror.org/02k7v4d05,['education' 'funder']
42,2,3,Brunel University,https://openalex.org/I1850255,https://ror.org/02s6k3f65,University of Basel,CH,101721,9634024,Brunel University,0.78,FUZZY,False,1460.0,https://ror.org/02s6k3f65,['education' 'funder']
43,0,1,Bucharest University of Economic Studies,https://openalex.org/I88491126,https://ror.org/04yvncj21,Bucharest University of Economic Studies,RO,13920,202273,Bucharest University of Economic Studies,1.0,EXACT,True,1913.0,https://ror.org/04yvncj21,['education']
44,0,3,COMSATS University Islamabad (CUI),https://openalex.org/I16076960,https://ror.org/00nqqvk19,COMSATS University Islamabad,PK,44381,2202990,COMSATS University Islamabad CUI,0.93,COMMON TERMS,True,1998.0,https://ror.org/00nqqvk19,['education' 'funder']
45,1,3,COMSATS University Islamabad (CUI),https://openalex.org/I152236710,https://ror.org/0130a6s10,Foundation University Islamabad,PK,1849,41560,COMSATS University Islamabad CUI,0.79,COMMON TERMS,False,2002.0,https://ror.org/0130a6s10,['education']
46,2,3,COMSATS University Islamabad (CUI),https://openalex.org/I12469534,https://ror.org/04s9hft57,Quaid-i-Azam University,PK,30049,1621037,COMSATS University Islamabad CUI,0.77,COMMON TERMS,False,1967.0,https://ror.org/04s9hft57,['education' 'funder']
47,0,1,California State University Fullerton,https://openalex.org/I142934699,https://ror.org/02avqqw26,"California State University, Fullerton",US,20552,1344245,California State University Fullerton,1.0,EXACT,True,1957.0,https://ror.org/02avqqw26,['education' 'funder']
48,0,1,Capital University of Economics & Business,https://openalex.org/I90259746,https://ror.org/01r5sf951,Capital University of Economics and Business,CN,6672,100039,Capital University of Economics & Business,1.0,PHRASE,True,1956.0,https://ror.org/01r5sf951,['education' 'funder']
49,0,1,Cardiff University,https://openalex.org/I79510175,https://ror.org/03kk7td41,Cardiff University,GB,116610,12278560,Cardiff University,1.0,EXACT,True,1883.0,https://ror.org/03kk7td41,['education' 'funder']
50,0,1,Carleton University,https://openalex.org/I67031392,https://ror.org/02qtvee93,Carleton University,CA,73219,4212325,Carleton University,1.0,EXACT,True,1942.0,https://ror.org/02qtvee93,['education' 'funder']
51,0,1,Carnegie Mellon University,https://openalex.org/I74973139,https://ror.org/05x2bcf33,Carnegie Mellon University,US,149173,15466836,Carnegie Mellon University,1.0,EXACT,True,1900.0,https://ror.org/05x2bcf33,['education' 'funder']
52,0,1,Catholic University of the Sacred Heart,https://openalex.org/I103320735,https://ror.org/03h7r5v07,Università Cattolica del Sacro Cuore,IT,70343,5504549,Catholic University of the Sacred Heart,1.0,EXACT,True,1921.0,https://ror.org/03h7r5v07,['education' 'funder']
53,0,3,Center for Economic & Policy Research (CEPR),https://openalex.org/I1279858714,https://ror.org/01vqjmx11,Center for Economic and Policy Research,US,5807,446720,Center for Economic & Policy Research CEPR,0.94,COMMON TERMS,True,1999.0,https://ror.org/01vqjmx11,['nonprofit']
54,1,3,Center for Economic & Policy Research (CEPR),https://openalex.org/I4210140326,https://ror.org/04jzmdh37,Centre for Economic Policy Research,GB,26862,1150506,Center for Economic & Policy Research CEPR,0.89,COMMON TERMS,False,1983.0,https://ror.org/04jzmdh37,['funder' 'nonprofit']
55,2,3,Center for Economic & Policy Research (CEPR),https://openalex.org/I4210103010,https://ror.org/022n30916,Economic Policy Research Centre,UG,141,4137,Center for Economic & Policy Research CEPR,0.83,COMMON TERMS,False,1993.0,https://ror.org/022n30916,['nonprofit']
56,0,1,Central South University,https://openalex.org/I139660479,https://ror.org/00f1zfq44,Central South University,CN,223687,16364306,Central South University,1.0,EXACT,True,2000.0,https://ror.org/00f1zfq44,['education' 'funder']
57,0,1,Central University of Finance & Economics,https://openalex.org/I137867983,https://ror.org/008e3hf02,Central University of Finance and Economics,CN,12193,217876,Central University of Finance & Economics,1.0,PHRASE,True,1949.0,https://ror.org/008e3hf02,['education' 'funder']
58,0,3,Centre National de la Recherche Scientifique (CNRS),https://openalex.org/I1294671590,https://ror.org/02feahw73,Centre National de la Recherche Scientifique,FR,1334731,153443429,Centre National de la Recherche Scientifique CNRS,0.95,COMMON TERMS,True,1939.0,https://ror.org/02feahw73,['funder' 'government']
59,1,3,Centre National de la Recherche Scientifique (CNRS),https://openalex.org/I39481719,https://ror.org/04td37d32,Institut National de la Recherche Scientifique,CA,23717,1802801,Centre National de la Recherche Scientifique CNRS,0.82,COMMON TERMS,False,1969.0,https://ror.org/04td37d32,['education' 'funder']
60,2,3,Centre National de la Recherche Scientifique (CNRS),https://openalex.org/I4210089144,https://ror.org/00675rp98,Centre National pour la Recherche Scientifique et Technique (CNRST),MA,13406,978293,Centre National de la Recherche Scientifique CNRS,0.8,COMMON TERMS,False,1975.0,https://ror.org/00675rp98,['funder' 'government']
61,0,2,Centre for Economic Policy Research - UK,https://openalex.org/I4210140326,https://ror.org/04jzmdh37,Centre for Economic Policy Research,GB,26862,1150506,Centre for Economic Policy Research UK,0.96,COMMON TERMS,True,1983.0,https://ror.org/04jzmdh37,['funder' 'nonprofit']
62,1,2,Centre for Economic Policy Research - UK,https://openalex.org/I4392738207,https://ror.org/03tsg3y65,Centre for Climate Change Economics and Policy,,40,4996,Centre for Economic Policy Research UK,0.62,COMMON TERMS,False,2008.0,https://ror.org/03tsg3y65,['facility' 'funder']
63,0,1,Chalmers University of Technology,https://openalex.org/I66862912,https://ror.org/040wg7k59,Chalmers University of Technology,SE,85164,5242956,Chalmers University of Technology,1.0,EXACT,True,1829.0,https://ror.org/040wg7k59,['education' 'funder']
64,0,1,Chapman University,https://openalex.org/I185071736,https://ror.org/0452jzg20,Chapman University,US,12487,324377,Chapman University,1.0,EXACT,True,1861.0,https://ror.org/0452jzg20,['education' 'funder']
65,0,3,Charles University Prague,https://openalex.org/I21250087,https://ror.org/024d6js02,Charles University,CZ,134827,8506396,Charles University Prague,0.94,COMMON TERMS,True,1348.0,https://ror.org/024d6js02,['education' 'funder']
66,1,3,Charles University Prague,https://openalex.org/I153230381,https://ror.org/00wfvh315,Charles Sturt University,AU,25018,960794,Charles University,0.86,HEURISTICS,False,1989.0,https://ror.org/00wfvh315,['education' 'funder']
67,2,3,Charles University Prague,https://openalex.org/I29894533,https://ror.org/048zcaj52,Charles Darwin University,AU,17413,775846,Charles University,0.84,HEURISTICS,False,2003.0,https://ror.org/048zcaj52,['education' 'funder']
68,0,1,China Agricultural University,https://openalex.org/I52158045,https://ror.org/04v3ywz14,China Agricultural University,CN,88118,7988757,China Agricultural University,1.0,EXACT,True,1905.0,https://ror.org/04v3ywz14,['education' 'funder']
69,0,1,China Europe International Business School,https://openalex.org/I64175962,https://ror.org/00c3bg218,China Europe International Business School,CN,2211,84382,China Europe International Business School,1.0,EXACT,True,1994.0,https://ror.org/00c3bg218,['education']
70,0,1,Chinese Academy of Sciences,https://openalex.org/I19820366,https://ror.org/034t30j35,Chinese Academy of Sciences,CN,939768,105326416,Chinese Academy of Sciences,1.0,EXACT,True,1949.0,https://ror.org/034t30j35,['funder' 'government']
71,0,1,Chinese University of Hong Kong,https://openalex.org/I177725633,https://ror.org/00t33hh48,Chinese University of Hong Kong,CN,167618,15495224,Chinese University of Hong Kong,1.0,EXACT,True,1963.0,https://ror.org/00t33hh48,['education' 'funder']
72,0,1,Chongqing University,https://openalex.org/I158842170,https://ror.org/023rhb549,Chongqing University,CN,123732,7277866,Chongqing University,1.0,EXACT,True,1929.0,https://ror.org/023rhb549,['education' 'funder']
73,0,1,Chung Ang University,https://openalex.org/I67900169,https://ror.org/01r024a98,Chung-Ang University,KR,43466,1917058,Chung Ang University,1.0,EXACT,True,1918.0,https://ror.org/01r024a98,['education' 'funder']
74,0,1,"City St Georges, University of London",https://openalex.org/I45129253,https://ror.org/02jx3x895,University College London,GB,527239,56697149,London University,1.0,HEURISTICS,False,1826.0,https://ror.org/02jx3x895,['education' 'funder']
75,0,1,City University of Hong Kong,https://openalex.org/I168719708,https://ror.org/03q8dnn23,City University of Hong Kong,HK,105539,7224616,City University of Hong Kong,1.0,EXACT,True,1984.0,https://ror.org/03q8dnn23,['education' 'funder']
76,0,1,Claremont Colleges,https://openalex.org/I872248612,https://ror.org/03xaz7s88,Claremont Colleges,US,3621,54612,Claremont Colleges,1.0,EXACT,True,1925.0,https://ror.org/03xaz7s88,['education']
77,0,1,Clemson University,https://openalex.org/I8078737,https://ror.org/037s24f05,Clemson University,US,69732,3644040,Clemson University,1.0,EXACT,True,1889.0,https://ror.org/037s24f05,['education' 'funder']
78,0,1,Colorado State University,https://openalex.org/I92446798,https://ror.org/03k1gpj17,Colorado State University,US,112929,8660219,Colorado State University,1.0,EXACT,True,1870.0,https://ror.org/03k1gpj17,['education' 'funder']
79,0,1,Columbia University,https://openalex.org/I78577930,https://ror.org/00hj8s172,Columbia University,US,360305,42816123,Columbia University,1.0,EXACT,True,1754.0,https://ror.org/00hj8s172,['education' 'funder']
80,0,1,Complutense University of Madrid,https://openalex.org/I121748325,https://ror.org/02p0gd045,Universidad Complutense de Madrid,ES,151265,7306683,Complutense University of Madrid,1.0,EXACT,True,1293.0,https://ror.org/02p0gd045,['education' 'funder']
81,0,1,Concordia University - Canada,https://openalex.org/I60158472,https://ror.org/0420zvk78,Concordia University,CA,54612,2628882,Concordia University,1.0,HEURISTICS,True,1974.0,https://ror.org/0420zvk78,['education' 'funder']
82,0,3,Consejo Superior de Investigaciones Cientificas (CSIC),https://openalex.org/I134820265,https://ror.org/02gfc7t72,Consejo Superior de Investigaciones Científicas,ES,102819,9625894,Consejo Superior de Investigaciones Cientificas CSIC,0.95,COMMON TERMS,True,1939.0,https://ror.org/02gfc7t72,['funder' 'government']
83,1,3,Consejo Superior de Investigaciones Cientificas (CSIC),https://openalex.org/I4210122970,https://ror.org/02s7sax82,Comisión de Investigaciones Científicas,AR,4571,95147,Consejo Superior de Investigaciones Cientificas CSIC,0.77,COMMON TERMS,False,,https://ror.org/02s7sax82,['funder' 'government']
84,2,3,Consejo Superior de Investigaciones Cientificas (CSIC),https://openalex.org/I4210123106,https://ror.org/02trn6p95,Comisión Sectorial de Investigación Científica,UY,344,10387,Consejo Superior de Investigaciones Cientificas CSIC,0.76,FUZZY,False,1990.0,https://ror.org/02trn6p95,['funder' 'government']
85,0,1,Copenhagen Business School,https://openalex.org/I180519160,https://ror.org/04sppb023,Copenhagen Business School,DK,21875,733876,Copenhagen Business School,1.0,EXACT,True,1917.0,https://ror.org/04sppb023,['education' 'funder']
86,0,1,Cornell University,https://openalex.org/I205783295,https://ror.org/05bnh6r87,Cornell University,US,420445,46645189,Cornell University,1.0,EXACT,True,1865.0,https://ror.org/05bnh6r87,['education' 'funder']
87,0,3,Corvinus University Budapest,https://openalex.org/I163245316,https://ror.org/01vxfm326,Corvinus University of Budapest,HU,9840,187028,Corvinus University Budapest,0.95,COMMON TERMS,True,1920.0,https://ror.org/01vxfm326,['education' 'funder']
88,1,3,Corvinus University Budapest,https://openalex.org/I110620307,https://ror.org/00r3jwh90,Budapest Business University,HU,3106,33406,Corvinus University Budapest,0.82,COMMON TERMS,False,1857.0,https://ror.org/00r3jwh90,['education']
89,2,3,Corvinus University Budapest,https://openalex.org/I4210091916,https://ror.org/00fcxqx79,University of Applied Science Budapest,HU,599,6970,Corvinus University Budapest,0.77,COMMON TERMS,False,2000.0,https://ror.org/00fcxqx79,['education']
90,0,1,Coventry University,https://openalex.org/I73417466,https://ror.org/01tgmhj36,Coventry University,GB,26221,854830,Coventry University,1.0,EXACT,True,1992.0,https://ror.org/01tgmhj36,['education' 'funder']
91,0,1,Cranfield University,https://openalex.org/I82284825,https://ror.org/05cncd958,Cranfield University,GB,33105,2037993,Cranfield University,1.0,EXACT,True,1993.0,https://ror.org/05cncd958,['education' 'funder']
92,0,1,Curtin University,https://openalex.org/I205640436,https://ror.org/02n415q13,Curtin University,AU,87357,4848136,Curtin University,1.0,EXACT,True,1986.0,https://ror.org/02n415q13,['education' 'funder']
93,0,1,Czech Academy of Sciences,https://openalex.org/I202391551,https://ror.org/053avzc18,Czech Academy of Sciences,CZ,53374,4790865,Czech Academy of Sciences,1.0,EXACT,True,1784.0,https://ror.org/053avzc18,['funder' 'government']
94,0,3,DIW Berlin - Deutsches Institut fur Wirtschaftsforschung,https://openalex.org/I1282776028,https://ror.org/0050vmv35,German Institute for Economic Research,DE,8717,247816,DIW Berlin Deutsches Institut fur Wirtschaftsforschung,0.89,COMMON TERMS,False,1925.0,https://ror.org/0050vmv35,['nonprofit']
95,1,3,DIW Berlin - Deutsches Institut fur Wirtschaftsforschung,https://openalex.org/I4210107985,https://ror.org/013wyvt46,Institute for Applied Economic Research,DE,992,13150,DIW Berlin Deutsches Institut fur Wirtschaftsforschung,0.8,FUZZY,False,2008.0,https://ror.org/013wyvt46,['nonprofit']
96,2,3,DIW Berlin - Deutsches Institut fur Wirtschaftsforschung,,,,,,,DIW Berlin Deutsches Institut fur Wirtschaftsforschung,0.78,COMMON TERMS,False,2012.0,https://ror.org/000n2a918,['nonprofit']
97,0,1,Dalian University of Technology,https://openalex.org/I27357992,https://ror.org/023hj5876,Dalian University of Technology,CN,123931,8609045,Dalian University of Technology,1.0,EXACT,True,1949.0,https://ror.org/023hj5876,['education' 'funder']
98,0,1,Dartmouth College,https://openalex.org/I107672454,https://ror.org/049s0rh22,Dartmouth College,US,81421,6175571,Dartmouth College,1.0,EXACT,True,1769.0,https://ror.org/049s0rh22,['education' 'funder']
99,0,1,De Montfort University,https://openalex.org/I66943878,https://ror.org/0312pnr83,De Montfort University,GB,21650,651295,De Montfort University,1.0,EXACT,True,1992.0,https://ror.org/0312pnr83,['education' 'funder']
100,0,1,Deakin University,https://openalex.org/I149704539,https://ror.org/02czsnj07,Deakin University,AU,88396,5213863,Deakin University,1.0,EXACT,True,1974.0,https://ror.org/02czsnj07,['education' 'funder']
101,0,1,Delft University of Technology,https://openalex.org/I98358874,https://ror.org/02e2c7k09,Delft University of Technology,NL,162229,10079359,Delft University of Technology,1.0,EXACT,True,1842.0,https://ror.org/02e2c7k09,['education' 'funder']
102,0,1,Deutsche Bundesbank,https://openalex.org/I74623043,https://ror.org/03jvfq589,Deutsche Bundesbank,DE,4047,73335,Deutsche Bundesbank,1.0,EXACT,True,1957.0,https://ror.org/03jvfq589,['funder' 'other']
103,0,1,Dongbei University of Finance & Economics,https://openalex.org/I130480701,https://ror.org/05db1pj03,Dongbei University of Finance and Economics,CN,6812,179807,Dongbei University of Finance & Economics,1.0,PHRASE,True,1952.0,https://ror.org/05db1pj03,['education']
104,0,1,Drexel University,https://openalex.org/I72816309,https://ror.org/04bdffz58,Drexel University,US,77617,5388294,Drexel University,1.0,EXACT,True,1891.0,https://ror.org/04bdffz58,['education' 'funder']
105,0,1,Dublin City University,https://openalex.org/I42934936,https://ror.org/04a1a1e81,Dublin City University,IE,30795,1409147,Dublin City University,1.0,EXACT,True,1975.0,https://ror.org/04a1a1e81,['education' 'funder']
106,0,1,Duke University,https://openalex.org/I170897317,https://ror.org/00py81415,Duke University,US,240675,25563066,Duke University,1.0,EXACT,True,1838.0,https://ror.org/00py81415,['education' 'funder']
107,0,1,Durham University,https://openalex.org/I190082696,https://ror.org/01v29qb04,Durham University,GB,101038,6190939,Durham University,1.0,EXACT,True,1832.0,https://ror.org/01v29qb04,['education' 'funder']
108,0,1,EDHEC Business School,https://openalex.org/I90326151,https://ror.org/05q7a8a02,Ecole des Hautes Etudes Commerciales du Nord,FR,3489,89100,EDHEC Business School,1.0,EXACT,True,1906.0,https://ror.org/05q7a8a02,['education']
109,0,1,ESCP Business School,,,,,,,ESCP Business School,1.0,EXACT,True,1988.0,https://ror.org/018d9zk51,['education']
110,0,1,ESSEC Business School,https://openalex.org/I124261006,https://ror.org/02dga6j42,École Supérieure des Sciences Économiques et Commerciales,FR,5945,139358,ESSEC Business School,1.0,EXACT,True,1907.0,https://ror.org/02dga6j42,['other']
111,0,1,ETH Zurich,https://openalex.org/I35440088,https://ror.org/05a28rw58,ETH Zurich,CH,224756,24594821,ETH Zurich,1.0,EXACT,True,1855.0,https://ror.org/05a28rw58,['education' 'funder']
112,0,1,East China University of Science & Technology,https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,CN,64459,5747485,East China University of Science & Technology,1.0,PHRASE,True,1952.0,https://ror.org/01vyrm377,['education' 'funder']
113,0,1,Eastern Mediterranean University,https://openalex.org/I36515993,https://ror.org/00excyz84,Eastern Mediterranean University,CY,9098,338860,Eastern Mediterranean University,1.0,EXACT,True,1979.0,https://ror.org/00excyz84,['education']
114,0,1,Edith Cowan University,https://openalex.org/I12079687,https://ror.org/05jhnwe22,Edith Cowan University,AU,28521,1407011,Edith Cowan University,1.0,EXACT,True,1991.0,https://ror.org/05jhnwe22,['education' 'funder']
115,0,1,Eindhoven University of Technology,https://openalex.org/I83019370,https://ror.org/02c2kyt77,Eindhoven University of Technology,NL,90976,6231875,Eindhoven University of Technology,1.0,EXACT,True,1956.0,https://ror.org/02c2kyt77,['education' 'funder']
116,0,1,Emory University,https://openalex.org/I150468666,https://ror.org/03czfpz43,Emory University,US,207848,21056698,Emory University,1.0,EXACT,True,1836.0,https://ror.org/03czfpz43,['education' 'funder']
117,0,1,Erasmus University Rotterdam,https://openalex.org/I913958620,https://ror.org/057w15z03,Erasmus University Rotterdam,NL,104839,10482215,Erasmus University Rotterdam,1.0,EXACT,True,1913.0,https://ror.org/057w15z03,['education' 'funder']
118,0,1,European Central Bank,https://openalex.org/I153515283,https://ror.org/00ajckn66,European Central Bank,DE,8621,373557,European Central Bank,1.0,EXACT,True,1998.0,https://ror.org/00ajckn66,['funder' 'government']
119,0,1,European University Institute,https://openalex.org/I874792244,https://ror.org/0031wrj91,European University Institute,IT,15822,356591,European University Institute,1.0,EXACT,True,1976.0,https://ror.org/0031wrj91,['education' 'funder']
120,0,3,Federal Reserve System - USA,https://openalex.org/I1317239608,https://ror.org/05fk5tr28,Federal Reserve,US,14266,710421,Federal Reserve System USA,0.92,COMMON TERMS,True,1913.0,https://ror.org/05fk5tr28,['other']
121,1,3,Federal Reserve System - USA,https://openalex.org/I4387152657,https://ror.org/04nmjep87,University of California Natural Reserve System,,26,648,Federal Reserve System USA,0.78,COMMON TERMS,False,1965.0,https://ror.org/04nmjep87,['facility' 'funder']
122,2,3,Federal Reserve System - USA,https://openalex.org/I2802905149,https://ror.org/00v448643,Federal Reserve Board of Governors,US,13825,725880,Federal Reserve System USA,0.64,COMMON TERMS,False,1913.0,https://ror.org/00v448643,['government']
123,0,1,Feng Chia University,https://openalex.org/I4880106,https://ror.org/05vhczg54,Feng Chia University,TW,19148,531849,Feng Chia University,1.0,EXACT,True,1961.0,https://ror.org/05vhczg54,['education' 'funder']
